incident_summary,true_label,pred_label,raw_output
"A CPI-Maoist cadre was killed during an exchange of fire with SFs personnel in the dense forest of Bastar District. The skirmish took place while a joint team of DRG and STF was conducting anti-Maoist operation in the core jungle of Mardoom Police Station area, Bastar SP R.N. Dash said.",Security,Maoist,Maoist
"Two cadres of the CPI-Maoist, identified as Praveen Yadav alias Bambaiya and Sanjay Yadav, were arrested by Police at Gajar village under Ramchandrapur Police station area of Surguja District.",Security,Security,Security
"14 CPI-Maoist cadres and three SF personnel were killed during a three hour-long encounter between a group of 300 CPI-Maoist cadres and around 30 SF personnel at Mungner village in the Dhanora tehsil of Gadchiroli District. The slain SF personnel were identified as Gopichand Netam, Dnyaneshwar Seph and Kalidas Wadde. Several commandos were injured during the encounter. The encounter took place when the SFs, led by Commander Munna Singh Thakur, were patrolling in the Dhanora area as a part of their regular operation. According to the Additional Director General of Police, Pankaj Gupta, ""The heavily armed Naxals were in advantageous position in the hilly terrain. Commander Thakur's experience came handy in the crisis situation. The Naxals were tackled in a strategic manner by using the ammunition judiciously. Thakur ensured that the commandos advanced and try to corner the Naxals. The Naxals had rained bullets and also hurled mortars at the commandos. One of the commandos lost his life while trying to prevent the Naxals from fleeing with the bodies of their slain colleagues.""",Unknown,Unknown,Unknown
"Maoists killed a peon, working in a local school, by slitting his throat at Amapani village in Kanker District. The Maoists also left a pamphlet, stating that the person was being punished for being a Police informer.",Maoist,Maoist,Maoist
"Nine CPI-Maoist cadres were arrested from separate places in Bijapur District.  ""While five insurgents were held from Kutru police station area last evening (December 19)",Security,Security,Security
"CPI-Maoist cadres assaulted a villager of Bansari to death, under Ambagarh Police station of Rajnandgaon District.",Maoist,Maoist,Maoist
"Armed cadres of the CPI-Maoist raided the camp office of a road construction firm and set ablaze four vehicles on national highway no.77 in Sitamarhi District. DSP Alok Kumar said, the Maoists after the operation pasted a pamphlet asking the private firm to stop construction of the road. A combing operation was launched in the area to arrest the Maoists.",Maoist,Maoist,Maoist
"The CPI-Maoist cadres killed P.C. Sharma (83), manager of a Jain trust in Giridih District, for sacking a married woman labourer of the trust indulging in an illicit relationship.",Maoist,Maoist,Maoist
"The cadres of the CPI-Maoist set ablaze Airtel mobile tower at Marpa village in East Champaran District. According to Police more than two dozen Maoist cadre in number, stormed Puri Tola in the village and set ablaze the mobile tower",Maoist,Maoist,Maoist
"Top Maoist leader Daya of AOBZC escaped from the clutches of SOG troopers in Panasput village under Padua Police limits in Koraput District. According to sources, an exchange of fire took place between Police and CPI-Maoist cadres for several hours in the forest. On a tip off that Daya and some Maoists of Chhattisgarh were camping in the forest, Police launched an extensive combing operation. During this time, the Maoists opened fire and the SOG troopers retaliated.",Security,Unknown,Unknown
"Police unearthed three landmines and six electrical detonators planted by the CPI-Maoist cadres, on a road between Peepalpahad and Devulamma Nagaram in Choutuppal mandal in the Nalgonda District.",Security,Maoist,Maoist
Odisha Police busted an illegal arm manufacturing unit in a dense forest of Nabarangpur District.,Security,Security,Security
Seven policemen were injured in a landmine attack on a Police vehicle by cadres of the CPI-Maoist near Banua crossing in the border of Dev and Dhibara Police Station areas in Aurangabad District of Bihar.,Maoist,Maoist,Maoist
Cadres of the CPI-Maoist blew up the house of one Bharat Singh of Prithwipur village under the Panapur Police Station area of Saran District. They also set ablaze a vehicle parked outside the house.,Maoist,Maoist,Maoist
"An 'Assistance Constable' was abducted by the CPI-Maoist cadres in Sukma District. Maoists stopped vehicles running on Jagargunda-Donrapal road near Polampalli village. Incidentally, Assistant Constable Madkam Ganga, dressed in civilian clothes, was travelling in one of the vehicles. Sources said the Maoists tied his hands and took him along as they proceeded towards Arlampalli village of south Sukma. According to some Police sources, around 40 ""armed Maoists"" were present at the abduction spot when Madkam Ganga was taken away.",Maoist,Maoist,Maoist
"Four CPI-Maoist cadres, identified as Nupu Bojja (20), Kunjam Dewa (30), Madvi Budhlal (25) and Dhodi Lakhmu (35), were arrested during a joint search operation in Bijapur District.",Security,Security,Security
The CPI-Maoist cadres set ablaze two cell phone towers - a BSNL tower at Mathapada and an AirTel tower at Kalia Attalla village - in Baipariguda block of in Koraput District and pasted posters and banners on school walls and trees on roadside,Maoist,Maoist,Maoist
"The CPI-Maoist cadres killed a deputy forest ranger after abducting him in the night from Deobhog in Raipur District. According to Police sources, the victim had been identified as Gokul Tandi, who was posted in Indagaon forest range of Deobhog development block. Around 11.30pm (IST), he received a phone call that a group was illegally cutting trees in the forests. Tandi, along with four forest guards, started for the spot. ""As they entered the forests, about 12-15 armed Maoists intercepted them and took them into custody,"" Deobhog Police Officer T.R. Nagwanshi said. They released the guards after threatening not to inform the Police and took the official into dense forest. Local villagers, Nagwanshi said, in the morning of November 28 discovered the body in the forest and informed the Police. Since the Police feared ambush, a team of forest employees and villagers were sent to the spot to bring the body. The body bore severe assault mark, as the insurgents brutally bashed the forest official with guns and lathis till he succumbed to his injuries. No bullet mark was found, he added.",Maoist,Maoist,Maoist
"Sanatan Sardar, suspected to be an important local leader of the CPI-Maoist, was arrested by the Police in the Binpur Police limits in West Midnapore District of West Bengal. Sanatan is believed to be the landmine and explosives expert of the Madan Mahato squad of the CPI-Maoist and was active in the Belpahari area of Jangalmahal.",Security,Security,Security
"A woman Maoist cadre who was wanted in connection with the attack on the Police party in 2011 at Sulengi village wherein two Policemen had martyred in Kanker District was arrested. The State Government had declared a cash reward of INR 800,000 on her arrest, SDOP Nikolas Khalkho informed. According to Police, the arrested cadre was identified as Ganita alias Bajay Nureti (30) resident of Koylibeda. ""Ganita was arrested from a weekly market in Koylibeda by a team of district police,"" the SDOP said while adding that she was a member of Maoist military number 5. Four warrants were issued against Ganita which were pending at Durgkondal and Koylibeda Police Stations.",Security,Security,Security
"The CPI-Maoist cadres abducted and later killed four tribals, suspecting them as Police informers, in the Bijapur District. ""The rebels had abducted four men, all aged around 30, late Sunday from Tarlaguda village. Their bodies were recovered on Monday from a hilly area,"" said Superintendent of Police Ankit Garg.",Maoist,Maoist,Maoist
"The Garhwah Police arrested a CPI-Maoist 'area commander', identified as Jeetendra Korwa, who had a reward of INR 300,000 on him from a house of one Kameshwer Karwa at Bhauri village in Garhwah District of Jharkhand. Police recovered a country made revolver from his possession.",Security,Security,Security
One personnel of the newly-created CAAF was injured when he was attacked with sharp weapons by a group of CPI-Maoist cadres at his native village of Kondru under Jangla Police Station in Bijapur District. The CAAF has been established recently to absorb the SPOs - tribal youths recruited by the Chhattisgarh Police to fight Naxals - following a directive from the Supreme Court to disband SPOs.,Maoist,Maoist,Maoist
Two persons were killed by armed CPI-Maoist at Basudeopur village of Haveli Kharagpur sub-division headquarters of Munger District. The Maoists stormed the village and slit the throat of Bajrangi Paswan (43) and Madan Das (45). The Maoists claimed in some pamphlets found near the bodies that the duos were punished for pocketing levy meant for the organisation. Police and Central Reserve Police Force (CRPF) suspect the team of Maoist 'area commander' Birbal of killing the duo to settle some old scores over collection of levy.,Maoist,Maoist,Maoist
"SFs during a combing operation in the Lutua forest area under Banke Bazaar Police Station of Gaya District recovered three pressure cooker IEDs, 57 pipe bombs, about 50 kilograms of gelatin, CPI-Maoist literature, uniforms and other belongings.",Security,Security,Security
"A former woman CPI-Maoist cadre surrendered before the Police in Guntur District. Ganugapati Sri Satyasai, a native of Velpuru village in Kankipadu mandal of Krishna District, surrendered before A. Bhaskar, DSP, Bapatla, seeking to formally join public life.",Maoist,Maoist,Maoist
"Suspected CPI-Maoist cadres fired on the Dhanbad-Jhargram passenger train at Kokpara Station in East Singhbhum District. At least four-five unidentified assailants attacked the train at about 10 pm and fired several rounds before fleeing with three walkie-talkie sets from the train driver, guard and Station Master of Kokpara, about 80 km south east from Jamshedpur on Howrah-Mumbai main line. Kokpara falls under Kharagpur Division of South Eastern Railway. ""Train movement has normalised as we escorted out the passenger train from Kokpara. There's no casualty but they have looted three wireless sets. It's still not clear who these miscreants were but we're investigating the incident,"" Anoop T Matthew, Jamshedpur's SSP said.",Maoist,Unknown,Unknown
"Two Maoists identified as Sambari Hansda alias Sambari Tudu alias Seema alias Sama and Hapna Murmu were arrested from Lakhanpur forest in West Midnapore District. Some detonators, land mines and Maoist literature were also recovered from them.",Security,Security,Security
Two cadres of the TPC were arrested from Nauka village in Garwah District. Police recovered four rifles and live cartridges from them.,Security,Unknown,Unknown
Chichgarh squad of Anti-Naxal (LWE) Special Action Force recovered arms and ammunition from CPI-Maoist hideouts between Chichgarh and Maisuli forests in Gondia District.,Security,Security,Security
CPI-Maoist cadres have killed a man in Malkangiri District.,Maoist,Maoist,Maoist
Police recovered three landmines in Chatra District. Police said they recovered a landmine weighing 40 kilograms and two more each weighing five kilograms at Jamua village of Chatra District.,Maoist,Unknown,Unknown
"A CPI-Maoist cadre, identified as Subhra Munda, was arrested while few others managed to escape during a joint combing operation of SFs at Baskatwa forest in Gaya District. SSP Manu Maharaj said after getting information that some Maoists were camping in the forest, a joint team of SFs cordoned off the area and launched search operation. At least 200 rounds of fire were exchanged during the operation. The SSP added the exchange of firing continued till September 18. The Police have recovered 27 cartridges, five mobile phones, three mobile chargers and five solar plates.",Security,Security,Security
A group of cadres of the CPI-Maoist numbering about 30 to 40 came to the site of under-construction Piperkhari Gauritola Road near Piperkhari village of Deori tehsil in Gondia District and set ablaze a road roller.,Maoist,Maoist,Maoist
"In a joint operation by the Police in Ranchi and Gumla Districts, four CPI-Maoist cadres were arrested from Kamdara Police station in the Gumla District. The Police also seized incriminating documents from the arrested Maoist",Security,Security,Security
"Cadres of the CPI-Maoist triggered a landmine blast on a road at Sikhapalli near a BSF camp in Malkangiri District. However, no one was injured as there was no movement near the site when the landmine exploded about 250 metres from the temporary BSF camp.",Maoist,Maoist,Maoist
"A doctor R. S. Gupta and his three assistants were arrested in the Aurangabad District after they were found treating a Maoist leader Binay Kumar Prajapati. Superintendent of Police of Aurangabad, Ganesh Kumar, said Gupta was arrested following a raid on his nursing home in Aurangabad town. Another Maoist, Lav Kumar, was also arrested during the raid.",Security,Security,Security
"Three Maoists belonging to West Bengal, identified as Umakanta Bera of Pachurakhuara and Subash Badhuka of Badatanga villages under Nayagram Police Station and Rupaka Mahanta of Ramchandrapur village under Jhargram Police Station, were arrested from Suliapada area in Mayurbhanj District. Three rifles, 14 live cartridges and 21 gelatine sticks were seized from their possession.",Security,Security,Security
"Kerala Police arrested a CPI-Maoist sympathizer, identified as Sidhartha Mondal, from his hideout in Edukki District.",Security,Security,Security
"At least three suspected women cadres of the CPI-Maoist were killed by the anti-Maoist SOG in an encounter in the Sahajkhaol Reserve Forest in Kalahandi District. The SP, Kalahandi, Brijesh Rai said that an exchange of fire ensued between SOG jawans and the Maoists around 5 pm near Kutra village under Ampani police outpost of Kalahandi, when the security personnel were undertaking combing operations in the area. ""Our operation team is yet to reach the headquarters. We will reveal identity of the Maoists after their return,"" Rai said. The Police said a few .303 rifles and a 9-mm pistol were also recovered",Security,Security,Security
"A senior Maoist leader's laptop, seized from a camp in Abujhmad area in Narayanpur District may provide vital clues to unravel the conspiracy in the massacre of 27 Congressmen by Maoists at Jiram Ghati in Bastar District of Chhattisgarh on May 25, 2013.",Security,Maoist,Maoist
"A cattle grazer, identified as Madakam Laxman (18), was critically injured in an exchange of fire between the SFs and the CPI-Maoist in a forested area in Dantewada District of Chhattisgarh.",Unknown,Unknown,Unknown
"Two persons, identified as Yogesh Vardani and Ramadhar Verma, were arrested for allegedly supplying hardware materials and air guns to Naxals in Sukma District.",Security,Unknown,Unknown
"Three CPI-Maoist cadres, identified as Dhaniram Gond (22), Mangal Salaam (26) and Kumarsingh Korram (28), surrendered in Kondagaon District of Chhattisgarh. ""The cadres surrendered before senior police officials citing high-handedness of senior cadres, particularly those from Andhra Pradesh as well as sexual exploitation of women and girls by them,"" Kondagaon ASP Surjit Atri said.",Maoist,Maoist,Maoist
The cadres of the CPI-Maoist killed a labourer when he refused to pay extortion money at Dungri village in Palamu District.,Maoist,Maoist,Maoist
"A group of 10 to 12 suspected cadres of the CPI-Maoist abducted a woman, identified as Neelmani Tudu, from her residence at Kundagari village in the Gopiballavpur region of West Midnapore District and then killed, suspecting her to be a Police informer.",Maoist,Maoist,Maoist
"Eleven CPI-Maoist cadres, including two members of the Pedabayalu Dalam surrendered before Visakha Rural SP of Andhra Pradesh Koya Praveen. Among those who surrendered, Pangi Chinna Rao (20) and Gemmeli Malleswara Rao (28) allegedly worked as 'members' of the Pedabayalu Dalam for a year after serving as 'militia members' for almost five years. The other surrendered militia members are Gemmeli Subba Rao (60), Taalabu Chinnayya Padal (27), Taalabu Rambabu (20), Gemmeli Chinnayya (20), Gemmeli Sanyasi (25), Sirima Srinu (28), Butari Appa Rao (45), Sirima Raja Rao (29) and Korra Paul (20).",Maoist,Maoist,Maoist
"Police recovered a huge cache of arms and ammunitions including rifles, revolvers and also some literature, wire bundles and a camera flash from the CPI-Maoist stronghold in a forest area at Andhra Pradesh-Orissa border in Vizianagaram District.",Security,Security,Security
A 20-year-old CPI-Maoist cadre was killed in an encounter with Police in Bijapur District.,Unknown,Maoist,Maoist
"A group of 30 CPI-Maoist cadres killed a person, identified as Dhansai Kovasi (65), in Karaki village in Kanker District. The Maoists were apparently angry over the victim Kovasi, as his two daughters had joined the Police Force and he had refused to budge under the Maoists pressure asking him to force his daughters to quit the force, Police said. Kovasi's daughters, Uma and Nirmala, had joined the Police Force in 2006 and are posted in Narayanpur and Kanker Districts respectively, SP Ajay Yadav said.",Maoist,Maoist,Maoist
"Two CPI-Maoist cadres allegedly involved in the killing of Pakur SP Amarjit Balihar and four others in Pakur District in July 2, 2013, were arrested from Kathikund Police Station area of Dumka District.",Security,Security,Security
One civilian was injured in a bomb blast at Poshanpally village under Bhopalpattnam block of Bijapur District.,Maoist,Unknown,Unknown
"Pushpita Tirkey, a female naxalite cadre surrendered in the Deogarh District. Pushpita, haling from Mendiakani village under Laimura Police outpost of Deogarh Police Station deposited a rifle. She worked as a daily wager and joined the naxalites after being promised a job and good money. She had been taken to Jharkhand where she underwent training.",Maoist,Maoist,Maoist
The cadres of the CPI-Maoist Maoists later set ablaze a house in the village before fleeing into the nearby forests in Aurangabad district,Maoist,Maoist,Maoist
"Eight CPI-Maoist cadres, including a 'commander' surrendered in Kondagaon District.",Maoist,Maoist,Maoist
CPI-Maoist cadres kidnapped and killed a pastor branding him as a 'Police informer' in Chinturu mandal of East Godavari District.,Maoist,Maoist,Maoist
"The Maoist-backed PCPA set ablaze a truck near Dhosra village while they were on their way to Jhargram where they had gone to ransack the Parihati Range office. The PCPA activist ransacked and set ablaze the houses of two CPI-Marxist party workers at Goaltore. The first day of the PCPA-sponsored two-day bandh (shut down) paralysed life in the Junglemahal area on 23 with shops, educational institutions remaining closed. One Jharkhand Mukti Morcha (JMM, Aditya) leader was shot dead and another critically injured by the CPI-Maoist cadres at Belpahari in the West Midnapore District. Around 12.30am (IST), a group of 10-15 Maoists stormed into the house of 50-year-old Biswanath Murmu at Sakhabhanga village. Murmu was dragged out of his house in front of his family members. Later Murmu’s bullet-ridden dead body was found near his residence. A couple of months back, Murmu’s son Karan had also been killed by Maoists. Karan was a popular leader of the JMM (Aditya).",Maoist,Maoist,Maoist
"A senior CPI-Maoist leader, arrested for his involvement in some major attacks, allegedly committed suicide in Police custody in Narayanpur District. Baman aliasDinesh, a resident of Tondbeda village in Narayanpur and member of the Maoist Military Company No.2, was found dead in the interrogation cell in the Police lines.",Security,Maoist,Maoist
"A suspected Maoist linkman, identified as Sudhir Hemram was arrested from Purulia town in Purulia District.",Security,Security,Security
"One 47-year-old dhaba owner, Umesh Sahu, was killed by suspected JJMP cadres at Bishunpur in Gumla District, triggering a massive roadblock by villagers for over five hours, who demanded better Policing. The blockade was removed after SP Chandan Jha pacified protesters. JJMP is a splinter group of the CPI-Maoist.",Maoist,Maoist,Maoist
"Avinash Kulkarni, an activist working with the Adivasi Mahasabha in Dangs District of Gujarat was arrested for his alleged links with the Left Wing Extremists. He is believed to be a member of Communist party of India-Marxist-Leninist- Janshakti (CPI-ML-Janshakti). Two others were also arrested with him from Ahwa.",Security,Security,Security
Two CPI-Maoist cadres were killed in an encounter with the Police in the Ranchi District. A gun battle ensued between the two sides when the Maoists opened fire towards a Police picket at Baruhatu forest in the Bundu Police Station area around 1.30am (IST). At least 700 rounds of bullets were fired from automatic and semi-automatic weapons during the encounter that continued for nearly three hours.,Security,Security,Security
The CPI-Maoist cadres blew up a railway track near Nathganj railway station on Gaya-Kodrama rail section. The blast affected rail traffic for over six hours. Maoists also abducted six railway staff but released them later.,Maoist,Maoist,Maoist
Over 100 Maoists set ablaze two earthmovers worth INR 15 million at a stone crushing unit under Hunterganj Police Station limits of Chatra District.,Maoist,Maoist,Maoist
"Suspected Maoists opened fire on Police leaving one injured at Amrapara area of Pakur District. The Maoists after the attack fled with three Police rifles. The one injured is an Assistant Sub-Inspector rank official, confirmed Police sources from Pakur.",Maoist,Maoist,Maoist
"A local Bharatiya Janata Party leader, Bishamber Singh, was shot dead by cadres of the JLT, a group comprising CPI-Maoist dropouts, in the Simdega District The JLT cadres left behind a pamphlet warning other politicians of a similar fate if they continued to work against them.",Maoist,Maoist,Maoist
"The bullet-ridden bodies of two tribals, among the 52 abducted by the Maoists were recovered from Manikonta village in the Dantewada District.",Maoist,Maoist,Maoist
"A group of armed cadres of the CPI-Maoist and People's Committee against Police Atrocities (PCPA) abducted a Police officer and two others at Pirrakhuli, 14 kilometers from Lalgarh in West Midnapore District. Though the other two persons were later released, the Policeofficer was held hostage. The Maoists hijacked a water tanker on its way from the Pirakata base camp to the Bhimpur base camp with Assistant Sub-Inspector Dipak Pramanik onboard, along with the driver Banamali Mahato and the cleaner Santosh Mahato. The tanker was taken to the dense Bankishole forest and set ablaze. All the three abducted were badly assaulted. Police is yet to trace Pramanik who is suspected to have been taken by the Maoists to their stronghold in the dense forests adjoining Dharampur. Heavy exchange of gunfire between the Security Forces and the Maoists was reported from Kantapahari later in the evening. The Security Forces have reportedly set up a base camp there. Heavy exchange of gunfire between the Security Forces and the Maoists was reported from Kantapahari later in the evening. The Security Forces have reportedly set up a base camp there.Heavy exchange of gunfire between the Security Forces and the Maoists was reported from Kantapahari later in the evening.",Maoist,Maoist,Maoist
Three CPI-Maoist cadres including a woman cadre were killed during an encounter with the anti-naxal squad Police at a remote place between Marriguda and Thangalkota in the East Godavari District. The slain Maoists are not yet identified and are believed to be top Maoist leaders of Orissa.,Unknown,Maoist,Maoist
A bodyguard of CPI-Maoist Adilabad (united) District Committee Secretary Mylarapu Adellu surrendered to Nirmal District Police.,Maoist,Security,Security
"Security personnel escaped a CPI-Maoist triggered powerful IED blast under a small bridge between Pamalwaya and Cherpal under Bijapur Police Station limits in Bijapur District of Chhattisgarh. ""The explosion was so powerful that it left a five-and-half feet deep crater on Bijapur-Gangaloor road,"" Bijapur ASP Indira Kalyan Elesela said. However, no one was injured in the blast.",Maoist,Maoist,Maoist
A CPI-Maoist dalam member identified as M. Bhupal alias Anand surrendered before Kothagudem Officer on Special Duty in Khammam District.,Maoist,Maoist,Maoist
"A group of cadres of the PLFI, a breakaway faction of the CPI-Maoist, lead by it 'sub-zonal commander' Mangal Nagesia shot dead three persons, said to be Maoist supporters, at Jamgai village of Gumla District, Police said. The victims were identified as Gandura Oraon, Sukra Oraon and Somnath Oraon. The incident is suspected to be a revenge killing as five of PLFI cadres were killed by Maoists during a marriage reception function at Loki village, about half a kilometre from Jamgai on May 15.",Maoist,Maoist,Maoist
"In two separate incidents, the Police arrested seven CPI-Maoist cadres in the Kanker District. While four Maoists, carrying a head money of INR 5000 each, identified as Kanglu, Sukalu, Satte and Kunjuram, were arrested at Koylibeda, three others, Sadhuram, Binsar and Khemraj, were arrested from Antagad.",Security,Security,Security
"The Police unearthed an illegal mini-gun factory in Bramani forest area, known to be a CPI-Maoist stronghold, in Bihar's Munger District and recovered magazines, barrels and unassembled pistol kits.",Security,Maoist,Maoist
The STF of Bihar Police arrested four CPI-Maoist 'commanders' from Gandakdiara in Muzaffarpur District.,Security,Security,Security
"A huge cache of ammunition was recovered from Palkot area in Gumla District following an encounter with CPI-Maoist cadres. Acting on a tip-off that Maoist 'sub-zonal commander' Dipakji was camping in the dense forests of Palkot, special teams, comprising State Police personnel and CRPF personnel, were formed to corner the squad from all sides. As the SFs neared the forests, the Maoists opened fire. The SFs also retaliated, forcing the Maoists to flee, leaving behind a huge quantity of ammunition.",Security,Security,Security
At least 400 Maoists attacked a Central Reserve Police Force (CRPF) camp killing one CRPF personnel in the Hazaribagh District.,Maoist,Maoist,Maoist
CPI-Maoist cadres set ablaze a machine and two vehicles of a construction company at Gola in the Hazaribagh District.,Maoist,Maoist,Maoist
"Five Naxalites belonging to the CPI-ML-Janashakti were arrested as well and police also recovered two tapanchas, one country made revolver and one country made pistol, 50 detonators, 16 rounds of bullets, revolutionary literature, threat letters and diaries from them.",Security,Security,Security
A CRPF trooper - Lakhinath - was injured in a pressure bomb blast carried out by the CPI-Maoist when a contingent of it was engaged in providing security to road-construction work between Awapalli and Basaguda under Awapalli Police Station limits in Bijapur District of Chhattisgarh.,Maoist,Maoist,Maoist
"One person suspected to be supplying explosives to CPI-Maoist in Odisha, was arrested at his residence in NGO Colony in Sattur town in Virudhunagar District.",Security,Unknown,Unknown
"Police seized 10 quintals of ammonium nitrate, 60,000 detonators and 100 gelatine rods from a village in the Rohtas District. Rohtas Superintendent of Police Vikas Vaibhav told that the explosives were seized from a house under the mofussil Police Station of the District. However, the Police refused to reveal any further details about it.",Security,Unknown,Unknown
"A suspected woman cadre of the CPI-Maoist, believed to be close aide of Maoist leader Kundan Pahan, was arrested in Khunti District. Rupa alias Silisiya was arrested from Kamanta basti under Khunti Police Station of the District.",Security,Security,Security
"12 bombs, two each in six containers, were recovered from an iron ore laden goods train in the premises of a steel plant in capital Raipur. According to the I G, Y. K. S. Thakur, the ore was brought from Orissa. ""We are also looking into the possible Maoist and terrorist angle and are working on all leads available so far,"" he added. According to the Additional Director General of Police, Girdhari Nayak, ""These bombs are 105-mm in size and experts from the ordnance factory in Jabalpur in Madhya Pradesh have been called to examine and defuse them.""",Security,Unknown,Unknown
"Two supporters of a LWE, identified as Hiralal Singh and Avdesh Singh, were killed by the cadres of the CPI-Maoist in Manika block in Latehar District. Both were residents of Kerwajharan and Bankheta villages. ""The deceased were branded as supporters of another Naxalite outfit and killed by the Maoists,"" SP Kuldip Dwivedi said.",Maoist,Maoist,Maoist
"The Maoists blew up a school building at Bhardaria village in Garhwa District, the second day of the Bharat bandh called by the CPI-Maoist in the State. A group of armed Maoists stuffed IED inside a room of a middle school in the village and triggered the blast, damaging a large portion of the structure, SP Michael S Raj said.",Maoist,Maoist,Maoist
The cadres of the CPI-Maoist attacked a camp of a construction firm involved in construction of remote rural road under PMGSY and set ablaze a poclain machine in Ganjam District.,Maoist,Maoist,Maoist
"Chandrashekhar Kumar (25), owner of Rekha Petrol Pump in Bero on Ranchi's outskirts, was arrested along with his father Nand Kumar Mahto (52), brother-in-law Vinod Kumar (32) and friend Mohan Kumar alias Rajesh. A team, led by DSP, Bero, Ajit Kumar Sinha, made the arrests on the basis of a tip-off received by SSP, Kuldeep Dwivedi. ""The cash belonged to PLFI supremo Dinesh Gope. He had given it to Chandrashekhar, who, along with the other three, was depositing the cash in his account (number 35650233071) when they were caught. Apart from the Rs 25.38 lakh, all in Rs 1,000 notes, we also seized seven mobile phones, one four-wheeler used to carry the money and filled deposit slips from them",Security,Unknown,Unknown
CPI-Maoist cadres attack a Police station and kill one civilian in Raipur District.,Maoist,Maoist,Maoist
"Suspected Tritiya Prastuti Committee (TPC) cadres shot dead Paramanand Ojha, local leader of Bhartiya Janata Party (BJP), at Plandu village when he was returning home at Taresa village in Hazaribagh District.",Maoist,Maoist,Maoist
"In Gaya District of Bihar, SFs destroyed a Maoist training camp during an operation in Baskatwa hilly terrain, adjacent to the Jharkhand border. Six rebels, including a senior leader, were also arrested. Apart from walkie-talkies, IEDs and illegal arms and ammunition were also recovered. Gaya SSP Manu Maharaaj said: ""Security forces found a full-fledged hospital being run by the Maoists in the deep forests, which share border with Hazaribagh in Jharkhand. The hospital used to treat rebels injured in encounters with security personnel.""",Security,Security,Security
"Commander of the Telakapally local guerilla squad and area committee secretary of the CPI-Maoist, identified as Lenkala Devendramma alias Rajitha, surrendered before the Police at an unspecified place in the Mahububnagar District.",Maoist,Maoist,Maoist
"Four suspected Maoists were arrested and a large quantity of chemicals and explosive materials meant for making bombs were seized in Munger District. ""Three packets, weighing one kg each containing gelatine sticks, one kg potassium chlorate, 145 detonators and a hand grenade were seized from the houses of two hardcore Maoists last night in Banvarsha village,"" the Deputy Superintendent of Police (Headquarters) Ashok Kumar said. He also said a hundred detonators bore the mark of Gulf Oil Corporation Ltd, Hyderabad and the rest were having the mark of Rajasthan Explosives and Chemicals Ltd, Dholpur. Four Maoists - Ashok Paswan, Manoj Paswan, Tuntun Kumar and Ishwar Sah - were arrested and three others managed to escape, Kumar added. The owner of the car, from which huge quantity of explosives was seized in Patna recently, was arrested on November 15 from a village under the Haveli Kharagpur Police Station in Munger District. Haveli Kharagpur SDPO K. Chandra said acting on a tip-off, Police raided the house of Ashok Paswan and arrested him. Ashok's brother Manoj Paswan and car driver Tuntun Shah, both residents of village Gowadda under the Haveli Kharagpur Police Station, were also arrested. Chandra said the three arrested persons are top cadres of the Maoists. The car was used by Ashok to carry firearms and explosives. The explosives were stored at the house of one Ishwar Shah, resident of village Vanvarsha under the Nayaramnagar Police Station in Munger. Police also arrested Ishwar and his two associates, who are also top cadres of the Maoists. The SDPO said the arrested persons have admitted that they were involved in the murder of a contractor of Haveli Kharagpur and two other influential persons of the sub-division in 2008-09. The consignment of explosive material, which was seized from Kankerbagh Police Station area of the state Capital Patna on November 7, was to be delivered to the Naxals operating in Munger.",Security,Security,Security
"Santram Soni, a Police SI, was injured in an exchange of fire between the SFs and cadres of the CPI-Maoist in forests under Bakarkatta Police Station limits in Rajnandgaon District.",Unknown,Unknown,Unknown
"The cadres of the CPI-Maoist killed a villager, identified as Joseph Kandulana (50), suspecting him as a Police informer in Khunti District. The dead body was recovered near Ulung forest under Rania Police Station in the District, the Police said.",Maoist,Maoist,Maoist
"Two armed CPI-Maoist cadres were arrested from the jungles of Chalho in Aurangabad District. SP, Satya Prakash said a rifle was also seized from the two, who were identified as Ram Pravesh Yadav, a 'zonal commander' of Chalho jungle, and 'sub-zonal commander' Sunny Mistry alias Brahmdeo. Yadav, who has been absconding for the past 11 years, carried a cash reward of INR 50,000 on his head",Security,Maoist,Maoist
The Maoists set ablaze an office of the ruling CPI-M at Silda and triggered a low intensity explosion inside the office.,Maoist,Maoist,Maoist
Seven suspected cadres of the CPI-Maoist including three women cadres were arrested by SFs in Kalsibhanga village in West Midnapore District.,Security,Security,Security
"The Maoists carried out IED explosions in two locations of Giridih District. In the first incident, the Maoists triggered two IEDS about 300 metres away from Harladih CRPF camp under Kukhra Police Station limits. In a separate incident, the Maoists triggered seven IEDs near Gamhariya village under Pirtand Police Station area.",Maoist,Maoist,Maoist
"CPI-Maoist cadres opened indiscriminate fire at a helipad in remote Gorkha village in Sukma District of Chhattisgarh, killing CRPF constable Mahadev Minj and injuring two others, head constable Praveen Kumar and constable V Suresh.",Maoist,Maoist,Maoist
"During another search operation, Joint Forces recovered 69 socket bombs and 136 caps of similar bombs in West Midnapore District.",Security,Unknown,Unknown
"A CPI-ML-Janashakti Manthani dalam (squad) 'commander' of Karimnagar District, was arrested by the Police from the State capital Hyderabad",Security,Security,Security
