incident_summary,raw_output,true_civilians,pred_civilians,true_maoist,pred_maoist,true_government_officials,pred_government_officials,true_security,pred_security,true_private_property,pred_private_property,true_mining_company,pred_mining_company,true_government_infrastructure,pred_government_infrastructure,true_non_maoist_armed_group,pred_non_maoist_armed_group,true_no_target,pred_no_target
"A CPI-Maoist cadre was killed in a joint operation conducted by Bargarh District Police, CRPF and SOG in Bargarh District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A youth identified as Shahrukh Chand Khan (21), earlier questioned for alleged CPI-Maoist links, has been arrested by the Pune Police for allegedly trying to extort INR 200,000 from Ramesh Bagwe, the former minister of state for home affairs. An offence in this connection has been registered with Khadak Police Station in Pune in Maharashtra. A resident of Kasewadi slums in Bhavani Peth, Shahrukh and his friend, both associated with an organisation ""Mass Movement"" were questioned by the state ATS following the arrest of alleged Maoist couple Arun Bhelke and Kanchan Nanaware in September 2014. Bhelke had allegedly developed contacts with Mass Movement members while working as an underground operative of the golden corridor committee of the CPI-Maoist.",Government Officials,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"A Maoist cadre, identified as Arun Tirkey, was arrested by the Police from Jashpur District.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Maoist cadres attacked villagers in Punampalli village in Dantewada District and abducted vice-sarpanch (village head), Gudma Sudda. The villagers, resident of the Dornapal government relief camp had gone to the village when the attack took place. While the villagers were set free after being kept in captivity for three hours, the vice-sarpanch was kept back.","Civilians, Government Officials",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Police also recovered around 2400 rounds of bullets and arms such as 7.62 mm and 9 mm pistols and .303 rifles from the Maoists’ hideout in Jarang forest under Jujumara Police station in the Sambalpur District.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In an operation conducted in Ramchandrapur town by Central Paramilitary troops and State Police personnel two suspected Maoists were arrested with a large cache of arms and ammunition in Jhargram area.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A 30-year-sportsman was killed and two others were injured after suspected CPI-Maoist cadres fired at them in Chhattisgarh's Rajnandgaon District.,Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The office of the NHAI at Kalamassery in Kochi of Ernakulam District of Kerala was vandalized by unidentified miscreants claiming to be affiliated to the CPI-Maoist. Police said there were no eyewitnesses to the incident. The attackers left pamphlets protesting against the acquisition of land for the National Highway expansion and privatization of public organizations. The pamphlets claimed that the attack was carried out by CPI-Maoist. 'CPI-Maoist' was also scrawled in black letters on the walls of the office.,Government Infrastructure,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Two bauxite loaded trucks on their way to Garwah from Chhattisgarh were attacked by the CPI-Maoist cadres near Bhaduaghati in the Garwah District. In the indiscriminate firing, the driver of one of the trucks, identified as Anuj Paswan, was killed.","Maoist, Private Property, Civilians",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Eight landmines, each weighing four kilograms, were recovered from Bhupatipur forest area in Eturunagaram mandal in the Warangal District.",No Target,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"A constable of CRPF, identified as Jeetendra Yadav, was injured in an exchange of fire with CPI-Maoist cadres at Khallari in Dhamtari District.",Security,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"70 kilograms of ammonium nitrate, 52 detonators and 15 pieces of power gel sticks were recovered by the Police during a raid at Bodhchak village in Gaya. According to the sources, the Police team led by Deputy Superintendent of Police of Wazirganj Saurabh Kumar had raided the house of Ashok Singh and seized the explosives meant for supply to the Naxalites.","Security, Private Property",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"SFs unearthed 25 IEDs each weighing 1.5 kg during a routine search operation in Herhunj area in Latehar District. These IEDs were laid in small tiffin boxes recently and have been defused by the bomb disposal squad, SP Latehar Anoop Birtharey said",Maoist,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The Bokaro District Police and CRPF troopers, led by officer-in charge of Mahuataard Police Station, Manilal Rana, arrested a CPI-Maoist cadre, identified as Ganga Ram Manjhi alias Surendra Tuddu.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Police in Gajapati District arrested three persons, identified as N. Narayan Rao, Dasima Gamang and Sinia Raita, from the Minigam village under Kasinagar Police Station for illegal possession of explosives. According to Gajapati Superintendent of Police, Sanjiv Arora, 200 electronic detonators, 12 packets of detonator caps, three bundles of fuse wire and 10 kilograms of urea was seized from them. These persons are suspected to have kept the explosives illegally for use in a stone quarry near their village. But investigation and interrogation of arrested persons was on to ascertain whether they had any links with Maoists or not.",Security,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Maoists killed three persons and injured as many at Amkola village in Gaya District. Among the dead was one Sanjay Yadav, who had recently deserted the Maoist rank. Maoists suspected Yadav leaked information to the Police leading to several raids on Maoists and recovery of arms and ammunition.","Maoist, Civilians",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The CPI-Maoist cadres and the Police exchanged fire at Ghurabandha in Ghatshila Sub-Division of East Singhbhum District.,"Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The LGS of the CPI-Maoist decapitated two people in Murhu block of Khunti District after holding a people's court. The severed heads were found near the bodies dumped close to a seasonal river. They were picked up by villagers and later handed over to Police.,"Maoist, Civilians",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two persons, Kuwar Bhulla and Narayan Pandit, were killed and six others injured when hundreds of Maoists raided Dumerjhahri village in the Giridih District. The Maoists also burnt houses of at least five villagers in the attack to reportedly send a message to the former Chief Minister Babulal Marandi.","Civilians, Private Property",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The joint SFs arrested two wanted CPI-Maoist leaders identified as Ranjan Munda and Baneshwar Murmu along with an SLR and a rifle, from Gopiballpur in West Midnapore District. Munda, an 'area commander' in-charge of the Nayagram squad, was arrested from Chilkathi village in Jhargram during an operation led by ASP (operations) Alok Rajoria. Involved in the abduction of OIC of the Sankrail Police Station, Atindranath Nath Dutta in October 2009, Munda had carried out subversive activities in Jharkhand and Odisha apart from Jangalmahal. Murmu, an action squad leader of Jhargram, had accompanied Munda during the operation.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The CPI-Maoist zonal commander, Rajdeo Yadav, surrendered before Inspector General of Police (IG) Rezi Dundung of Palamu District.","Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"A Maoist, identified as Prashanta Mahato, was arrested by joint forces from Ghritokham village under Jhargram sub-division in West Midnapore District.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Five Security personnel were injured during an encounter with CPI-Maoist cadres in Kumandih Jungle of Latehar District.,Security,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Two cadres of the CPI-Maoist were arrested from a forest located in Muniguda Police Station area in Rayagada District and a huge quantity of posters and other publicity materials seized from them, Police said.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Two suspected Naxals, identified as Surendra Surin alias Dela and Simran Surin were killed by CPI-Maoist cadres allegedly over a dispute regarding sharing of levy at Kadamdiha in West Singhbhum District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist cadres, identified as Deba Sodhi and Budra Madhi wanted in the murder of a Sarpanch were arrested during a combing operation in Malkangiri District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Three Policemen were killed when the CPI-Maoist cadres triggered a landmine blast and opened fire at a Police party near Chhindpal village in the Kanker District. The slain Police personnel were identified as platoon commander Sangram Singh, Assistant Sub-Inspector Shayamlal Ambali and Constable Mahulal. Police sources said that the attack by an estimated 150 Maoists occurred when a Police party comprising 26 personnel were visiting the site to clear a tree felled by the Maoists to block the road.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"SFs recovered a huge cache of explosives from a Maoist camp in a forest within Sunabeda wildlife sanctuary in Nuapada District of Odisha. It includes 689 detonators, 10 tiffin bombs and a gun. This is the largest recovery of explosive materials in the past two years in Nuapada. The explosives were seized during a joint combing operation by the CRPF, SOG and DVF personnel in Patadahara forest.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Koderma Police arrested two CPI-Maoist cadres, identified as Kedar Yadav and Santosh Yadav, from Satgawan in Hazaribagh District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 15 cadres of the CPI-Maoist blew up an electricity tower of the Damodar Valley Corp at Dhanbhumghar block in East Singhbhum District.,Government Infrastructure,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"CPI-Maoist cadres killed an abducted farmer of Tadgaon in Bhamragad of Gadchiroli District, suspecting him to be a Police informer.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An armed group of CPI-Maoist, shot dead a cadre of the TPC, identified as Avdhesh Yadav (45), in Palamu District. The slain TPC cadre was a resident of Jhargada village under Hussainabad subdivision of the District.",Non-Maoist Armed Group,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"A group of 50 members of the Maoist-backed mass militia raided the house of Prabir Sui, a moneylender and car dealer at Bhetur village in Jamboni. Sui wasn't at home. His son, Kaushik, was assaulted. Samir and Mihir, brothers of Prabir, were captured by the group but managed to escape. Before leaving, they set ablaze four vehicles parked outside Sui's house.","Civilians, Private Property",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Some armed cadres of the CPI-Maoist blew up a cellular phone tower of the Airtel service provider at Kudmuluguda in Malkangiri District.,Private Property,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre, identified as Madkam Lachha (40), carrying cash reward of INR 100,000 lakh on his head, was arrested from of Chhote Bedma area under Kuwakonda Police Station limits of Dantewada District of Chhattisgarh. Lachha was a Janmilitia ‘commander’ in the Malangir ‘area committee’ of the CPI-Maoist.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An ‘area commander’, Shivshanker Yadav, of the CPI-Maoist was killed in an encounter with the Police at Dirheta village under Atri Police station of Gaya District.","Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
BSF jawans recovered seven landmines and explosives materials during a combing operation from Mankindi forest in Narayanpatna Block.,No Target,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"A Maoist ‘area commander’ identified as Mukhlal Yadav, was arrested in Garhwa District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Police personnel were killed and 13 others injured when CPI-Maoist cadres detonated a landmine near Dongargarh in the Rajnandgaon District.,Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Two persons were arrested from Berhampur railway Station by a Police team from Gajapati District for their alleged links with the CPI-Maoist. A motorcycle with Andhra Pradesh registration number was seized from them. The arrestees were identified as Sumant Majhi and Andreo Majhi of Lamdang village under Adaba Police Station in Gajapati District.,Security,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"The Police arrested three CPI-Maoist cadres, identified as Barsay Gawde (40), Subhash Gawde (20) and Saku Pada, in the murder case of trader Ramchandra Gaherwar from Gurrekasa village in Gadchiroli District.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Five CPI-Maoist cadres were killed in a Police encounter in Narayanpur District.,Maoist,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Three suspected CPI-Maoist cadres were caught by villagers Deogharandi village and handed them to Police in Nabarangpur District.,"Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A Maoist was killed by SFs in forests near Peddagelur Village under Basaguda Police Station limits in Bijapur District. According to Bijapur, SP, K L Dhruv, a patrolling party comprising CoBRA's 204th battalion, DRG and STF was out on a search operation in the interiors of Basaguda, around 450 Kilometers away from Raipur. A country-made gun, bag and other items were recovered while searching the spot, he said.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Four CPI-Maoist cadres, including a people's militia ‘commander’ carrying a cash reward of INR 100,000, identified as Kosru Ram (30), Govinda, Libru and Ghanshyam, surrendered before Police in Kondagaon District of Chhattisgarh. ""With this, as many as 85 cadres have surrendered so far in Kondagaon District this year,"" said Kondagaon ASP Surjit Atri.","Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CPI-Maoist cadres killed a Police warden - Pindu Pungati - at Ghotpadi village in Bhamragarh tehsil of Gadchiroli District. The Maoists eliminated Pindu suspecting him to be a SPO. It is learnt that a group of Maoists dragged the victim out of his residence before firing a shot in his head from close quarters. A police warden gets an honorarium of INR 500 from the Government. The SPOs are paid INR 3,000 for their services. Pungati came on Maoists' radar after his honorarium was increased to INR 3,000 for participating in developmental works under Government schemes.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"A forest guesthouse and a jeep were set ablaze, allegedly by Naxalites at the Tadvai mandal headquarters between Warangal and Eturunagaram in Telangana","Government Infrastructure, Private Property",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Activists of the SJMM kill three labourers near the Chingri-Nawadih village under Bishunpur Police station in the Gumla District.,Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Security Forces busted a Maoist camp in Bankura District.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Santosh Murmu, a supporter of the Maoist-backed PCPA, was shot dead at Belpahari in West Midnapore District. The PCPA leadership accused the Communist Party of India-Marxist (CPI-M)-backed Gana Pratirodh Committee for the killing.","Non-Maoist Armed Group, Maoist",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Two personnel of the Government Railway Police were killed and seven persons, including three passengers, were injured when a group of Naxalites attacked the Kathgodam Express train at a railway crossing near Sonepur station in the Saran District. The extremists reportedly opened fire as soon as the train reached the station.","Security, Civilians, Government Infrastructure",1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Two persons, identified as Yogesh Vardani and Ramadhar Verma, were arrested for allegedly supplying hardware materials and air guns to Naxals in Sukma District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Para-military Forces arrested a 23-year-old ""Sub-zonal Commander"" of CPI-Maoist, identified as Prabhu Yadav, at Madhya village of Palamau District in Jharkhand, when he came to meet his family. Later Yadav guided the Police to two places under Manatu Police Station where the SFs found a five kg IED, seven gelatin sticks, 25 detonators and a 100-mt wire. A country-made pistol and Maoist literature was also seized from the extremist. Commenting on the arrest District Police official said ""Yadav had killed three persons of rival extremist factions this year - two members of the JLT on April 16 and one JPC member on May 22.""","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Maoists released an Auxiliary Constable of Chhattisgarh Police, who was abducted from Sukma District of the State on July 10. Madvi Soma, a SPO turned Auxiliary Constable posted in Polampalli Police Station of Sukma District of Chhattisgarh, was abducted by the Maoists when he was travelling to Dornapal town in a local transport vehicle for some personal work.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Four CPI-Maoist cadres were arrested during a search operation carried out by Police and para-military forces in Kondagaon District. They were identified as Bhagchand (23), Kulram (28), Siden alias Sindhu (25) and Lal Singh (30).","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"About a dozen armed cadres of the JPC, a breakaway faction of CPI-Maoist abducted one Aditya Sahu (30) from Champi village under the Kuru Police Station in the Lohardaga District at around 8pm. Sources said the armed JPC cadres led by ""commander"" Pradeep Ganjhu abducted Aditya from his grocery shop at Champi Chowk. Sources said one Mukesh Sahu was actually the target of the JPC men, but as he managed to escape the militants abducted Aditya instead.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manoj Mahato, general secretary of Maoist-backed PCPA, was arrested along with a Maoist Nabakumar Mahato from Katapahari in the District. A 9 mm pistol and six rounds were seized from his possession","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A Maoist couple carrying cash reward on their heads, surrendered along with weapons citing disappointment with the ""anti-people"" activities by the CPI-Maoist in Bastar. ""Sannnu Poyam (40) and his wife Maini Majji (22), turned themselves at the police headquarters, Naya Raipur, expressing their desire to join the mainstream,"" ADGP (anti-Naxal operations) R.K. Vij said. The 'commander' of military platoon No. 13, Sannu, a native of Jangla in Bijapur district, has been involved in several Maoist incidents in south Chhattisgarh for over a decade, Vij added. He surrendered along with an AK-47 rifle. He was carrying a reward of INR 8000,00 on his head. Similarly, Maini was also a crucial member of the outfit who was delivering the role of a doctor for Bhairamgarh LGS in Bijapur. She carried a reward of 1000,00. Talking to reporters, surrendered cadre Sannu said, ""I was disappointed with the activities of my colleagues like destroying school buildings, halting development works and snatching ration and ration card of villagers. People were both afraid and troubled with the activities of Maoists which prompted me to quit the movement.""",Maoist,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Three Maoists shot dead a Sub-Inspector of Police, Moinuddin, outside Atmakur Police station in the Mahabubnagar District.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Three PLFI cadres were arrested following an encounter in Kolebira area of Simdega District. Simdega District Police also arrested several top PLFI cadres during the past one month including 'sub-zonal commanders' Mukesh Singh and Rana Ganjhu and 'area commanders' Parmeshwar Ganjhu and Badal Lohra. Earlier, two PLFI cadres, identified as Ramprit Yadav and Rajdeo Singh had surrendered.",Non-Maoist Armed Group,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The ATS arrested a woman cadre of the CPI-Maoist identified as Sushma Ramteke alias Shraddah Gurav alias Arti (27), from a rented apartment in Talaopali area in Thane District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The CPI-Maoist cadres used earthmovers to destroy a school building in Chatra District. According to eyewitnesses, around 150 Maoists, clad in guerrilla fatigue and armed with semi-automatic weapons, led three bulldozers, which were being used to dig a pond in a nearby cluster, into Kaura village in Pratappur block around 6.30 pm. They held around 40 people in the Kaura market at gunpoint and directed them to turn off mobile phones if any. While the villagers watched, the Maoists commanded the drivers of the earthmovers to pull down every brick of the 10-room Kaura Government High School buildin","Maoist, Government Infrastructure, Civilians",1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Suman alias Triveni (33) an ‘area commander’ of the CPI-Maoist was arrested from Daltanganj railway station of Palamau District. Three carbines, one automatic pistol, one revolver and 21 cartridges were recovered from him, the Police said.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A 'sub-zonal commander' of TPC identified as Munna Singh alias Munna Ganjhu alias Ganjhu was arrested in Manatu block of Palamu District.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18 Maoists belonging to four different groups surrendered in the Khammam District. Those surrendered belonged to – CPI-Maoist (4), Janasakthi (2), Prathighatna (4) and Prajapratighatna group (8).",Maoist,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Kaushik said based on tip-offs given by Munda, Police recovered 62 packets of power gel, 12 boosters and three boxes belonging to ICICI Bank, which were looted along with INR 50 million about three years ago.",Private Property,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A top CPI-Maoist cadre who was wanted in at least 15 cases of murder and carrying a reward of INR One million on his head was killed in an encounter in East Godavari District. K Chukka alias Nagesh (35) was a 'member' of Sabari 'area divisional committee' of the CPI-Maoist. He was killed in an exchange of fire with the Police in a forest under the Chinturu Police Station limits.,"Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Police arrested 12 suspected Maoist supporters from Marachi village under Barraia Police Station in Gaya District of Bihar and seized looted Police rifles.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Purulia Police arrested five Maoist squad members, including an ‘area commander’ Nanda Kumar alias Anand Kumar, who carried a reward of INR 50,000 on his head. The four others were identified as Bhabataran Mahato, Gobardhan Mura, Umacharan Mura and Mansaram Mandi. The Police claimed that all five are the members of a Maoist squad active in the Ayodhya Hills. Nandakumar hails from Kerua village near Ghatbera of Balarampur and the four others are from the Bagmundi area. The Police recovered a revolver from them.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SFs arrested four suspected Maoists identified as Rajman (35), Somnath (35), Rejju alias Rai Singh and Kachru Salam from Korenda-Benur axis in Narayanpur District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An exchange of fire occurred between Maoist cadres and security personnel in Kandhamal District bordering Ganjam District.,"Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Later, a fierce gun battle broke out between the Maoists and Police. According to reports, over 100 Maoists were present at the location and engaged with the Police personnel.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A wanted Maoist, who was involved in the killing of SP Amarjit Balihar near Kathikund in Pakur District on July 2, 2013, was arrested during a raid in his native village under Ramgarh Police Station in Dumka District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Armed cadres of the CPI-Maoist blew up a State-run school building at Barhara in Chakkarbandha forest in Gaya District. Over 50 armed Maoists surrounded the school, commanded the villagers watching a cultural programme to leave the premises and detonated dynamites and blew up the building. The building was earlier being used as a CRPF camp, the Police said.","Government Infrastructure, Security",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"Ram Briksha Kol, a cadre of the CPI-Maoist, carrying a head money of INR 50,000 was found dead in the in Kon forest area of Sonebhadra District. Two other Maoists, identified as Rakesh Mishra and Amarnath Khushwaha, who allegedly killed Ram Briksha Kol, were arrested by the Police team after an encounter in Kon area, Additional Director General (Law and Order) A. K. Jain told reporters in Lucknow. A self-loading rifle, a walkie-talkie and a number of cartridges of different bores were recovered from their possession, Jain added.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A Maoist, identified as Shashikant Tekam (39), was arrested by a joint squad of BSF and District Force in Kanker District.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A 'sub-zonal area commander' of the CPI-Maoist, identified as Shatrughan Ram, was arrested from Lakhanpur village in Jehanabad District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"One Central Reserve Police Force (CRPF) personnel, L. Kishor, was killed and two others, Virendra Singh and Rajendra, were injured in an encounter between CRPF personnel and the CPI-Maoist cadres near Dharwarm village in the Bijapur District.","Security, Maoist",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"A CPI-Maoist manual that has helped Maoists accelerate their activities in Gadchiroli has been recovered. After a subdued stint in Gadchiroli, the Maoists have resolved to recapture their turf in the eastern District of Maharashtra. Inducting new militia, modernisng weaponry and much more is the new Maoist strategy to carry out red terror in Gadchiroli. The manual is prepared by Kosa alias Satynarayana Rao, 'secretary' of the Communist Party of India-Marxist-Leninist (CPI-ML) militant wing. This report, prepared late 2008, is an analysis of the Maoists decline in Gadchiroli. A future strategy, that's found resonance in attacks this year, including the gruesome encounter in Laheri that killed 17 Policemen is mentioned in the report. The report also states reasons for an unsuccessful Maoist stint in Gadchiroli since 2003. According to Kosa's observations in the report, Gadchiroli has eluded Maoist attacks due to inadequate recruitment. The recommendations of the manual have now been taken very seriously. Three major attacks this year alone have massacred around 50 Policemen. Kosa's recommendations include, militia induction drives, classes for women in Upper Bastar based on new syllabus, formation of another revolutionary cell of locals and change from guerrilla warfare to mobile warfare. The Union Government's anti-Maoist operation 'Operation Green Hunt' is in its first stage. And Gadchiroli forms the first phase of this operation. Given this, Kosa's analysis could help the forces to beat the Maoists to their own game.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The CPI-Maoist cadres set ablaze a pickup van near Gadagada village, carrying rations to the CRPF camp located at Jamgaon in Nuapada District of Odisha.","Security, Private Property",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Two cadres of the CPI-Maoist, including a woman, who were active in Chhattisgarh, surrendered in Adilabad District.",Maoist,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bihar Police arrested a self-styled CPI-Maoist 'zonal commander' from Central Kolkata in West Bengal and took him to Gaya District where a local court remanded him to 14 days of judicial custody.,"Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist cadres were arrested from Bacheli town of Dantewada District. ""The cadres were nabbed when they arrived in Bacheli for conducting a recce of the movement of police and procuring Maoist-related materials,"" Kirandul SDOP, M.Z. Baig said. Those arrested were identified as Budhram Madvi (35), head of Dandakaranya Adivasi Kisan Majdoor Sangthan, and Kunjam Bheema (28), head of Janatana Sarkar wing, the SDPO added. A Naxal LWE banner, pamphlets and other Maoist-related material were recovered from them.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist members, wanted in several criminal cases, were arrested from the Town Police station area of Jehanabad District.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Five Police personnel were killed and five others injured when cadres of the CPI-Maoist triggered a landmine blast blowing up a patrol van carrying Jharkhand Jaguar Force personnel at Kutmu More in Latehar District.,Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"The District Police's C-60 commando units engaged the CPI-Maoist cadres led by Dhanora Dalam area commander Dinkar in an encounter in Shivanghat forest in Dhanora tehsil in Gadchiroli District. The encounter lasted for around 40-minutes before the Maoists started retreating. ""There may not be any confirmation of casualties on the Maoists side but witnesses claimed that a couple of injured were dragged away,"" ASP, Chandrasekhar Meena said. The Police recovered six pittus (backpacks), one claymore mine, one SLR magazine with 20 live cartridges, around five detonators, about 100-feet wire, two sacks in which weapons and ammunitions are carried and two Maoists dairies including one of Dinkar.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The CPI-Maoist cadres blew up the house of one of their former cadre, a result of an ongoing rivalry among two different factions of LWE in Nawada village in Gaya District of Bihar. Around 30 to 35 cadres of CPI-Maoist came to Nawada village, and blew up the house of Bhola Yadav, their former colleague who had recently joined the TPC, a breakaway faction of the CPI-Maoist.",Private Property,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The CPI-Maoist blew up a Government building near the Kharakpur sub-divisional office in Munger District in the night. Over 55 persons assembled at the building and exploded it with dynamites and escaped.,Government Infrastructure,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Kunjam Linga (22), a People's Militia 'commander' under Jagargunda 'area committee' of the CPI-Maoist and carrying a reward money of INR 100,000, was killed in an encounter with a joint team of SF personnel in the forests of Chintagufa Police Station area in Sukma District, Sukma ASP Santosh Singh said. An injured Maoist, identified as Sodhi Mang, was also arrested from the encounter spot.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SF personnel are killed in a bomb blast triggered by the CPI-Maoist near Baniadih village in the Chatra District.,"Security, Maoist",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
