incident_summary,raw_output,true_armed_assault,pred_armed_assault,true_arrest,pred_arrest,true_bombing,pred_bombing,true_infrastructure,pred_infrastructure,true_surrender,pred_surrender,true_seizure,pred_seizure,true_abduction,pred_abduction
"Two militia members of CPI-Maoist surrendered before SP K. Siva Subramani in Rayagada District. The surrendered Maoists are identified as Rahul Gagaranga (25) and Sunil Gagaranga (26), belonging to Tangadappa village under Chandragiri block of Rayagada District. They have been providing shelter, protection, food and logistics to the Maoists operating in Chandragiri area apart from getting involved in acts of violence.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Police recovered a number of fake bombs planted at strategic locations in Mahua in the Vaishali District.,"Bombing, Infrastructure",0,0,0,0,0,1,0,1,0,0,1,0,0,0
Around 50 CPI-Maoist cadres attacked the camp of a road construction firm at Mohanpur Misroliya village under Sakra Police Station limits of Muzaffarpur District.,"Armed Assault, Infrastructure",0,1,0,0,0,0,1,1,0,0,0,0,0,0
Three cadres of the CPI-Maoist were killed in an encounter with SFs at Hurlum forests in Hazaribagh District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"A self-styled CPI-Maoist 'area commander', identified as Sanjay Ram, was arrested during a Police raid at Khaira village, adjacent to a thermal power site of NTPC subsidiary, Bhartiya Rail Bijlee Company Ltd, of Aurangabad District.","Arrest, Infrastructure",0,0,1,1,0,0,0,1,0,0,0,0,0,0
"SFs said they had recovered an operational Global Positioning System (GPS), advanced direction-finder devices, from a CPI-Maoist hideout in the forest of Barnara and Khursipar in Rajnandgaon District during a raid in previous week. The other recoveries included 10 memory cards, two pen drives (each of 4GB and 2GB storage space), a BSNL SIM card, medicine packets, printers, scanners, fax machines and few 12-volt photo voltaic cells.",Seizure,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"CPI-Maoist cadres killed a record-keeper of a Self Help Group federation, Pobitra Khosla, at Bagam village under Narayanpatna Police Station in the Koraput District. Khosla was coordinating with different women's groups of Narayanpatna and was on the CPI-Maoist hit list for his liaison with Government officials.","Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"Cadres of the PLFI set ablaze one earth dredging machine of a road construction company at a construction site in Dulsurma village of Palamu District late in the night. The incident took place after the contractor failed to pay heed to the extortion demands of the extremists, Police said.",Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
SFs engaged in anti-Maoist operations at Saranda forest in West Singhbhum District busted an illegal explosives manufacturing factory allegedly run by Maoists.,"Bombing, Seizure, Infrastructure",1,0,0,0,0,1,0,1,0,0,0,1,0,0
"n a joint operation, the Sonebhadra District Police and the CRPF personnel arrested a suspected naxalite near Anjani village in the jungles of Machi. The arrested cadre was identified as Mahendra Kharwar, who was carrying a bounty of INR 5,000. His accomplice, however, managed to escape. A self-loading rifle (SLR) and 80 cartridges were recovered from the slain extremist's possession. The weapon was part of the 15 SLRs stolen by naxalites from a Provincial Armed Constabulary (PAC) camp in Ahiraura area of Mirzapur District in 2001.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"A CPI-Maoist cadre, identified as Rahul alias Rajendra, was arrested by SFs personnel in Kursel village of Kanker District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Four villagers, identified as Biru Sardar, Banamali Sardar, Kalicharan Muro and Ratan Muro of Arsa's Bhuda village in Purulia District were suspected to have been abducted by a group of CPI-Maoist cadres. Seven villagers had gone out grazing goats near a neighbouring Dhanchatani village. Around 2.30pm (IST), a group of 25-30 Maoists carrying arms and bags abducted them.",Abduction,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Two Special Auxiliary Police commandos were injured in an ambush on a Police patrol by the CPI-Maoist cadres at Azad Bigha village in Gaya District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Maoists also burnt down a truck near Adaba in Gajapati District.,Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"A hardcore Naxalite, identified as Hidma Kavasi alias Ghali, carrying cash reward of INR 10,000, surrendered before SP Kamlochan Kashyap in Dantewada District.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Maoists beheaded Sukharam Munda, a middle-aged man, in full public glare at Kamaria Village in Khunti District. Maoists claimed he was guilty of committing rape.","Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"Two women cadres of the CPI-Maoist, identified as Nagella Chandra Kala alias Swarnakka and Nallakasula Alivelumanga alias Sudha were arrested by the Police from Tenali in the Guntur District. While Swarnakka is the commander of Maoist action team in Mahabubnagar, Sudha is the Bhopal-based central technical committee commander. Police suspect that the duo was trying to harbour some Maoists and spread activities of the outfit in coastal region of the State with Tenali as base. Police recovered some 'soap bombs' and electrical detonators from the two arrested cadres.","Arrest, Bombing",0,0,1,1,0,1,0,0,0,0,1,0,0,0
"Security Forces arrested four cadres of the CPI-Maoist after an hour long exchange of fire at Gopinathpur in Gajapati District. All of the four arrested Maoists, in the age group of 30-35 years, belonged to the Bansadhara division of the outfit. A raid was conducted following a tip off regarding a Maoist camp at Gopinathpur. About 500 rounds were fired from Police side and no security person was injured in the incident. A pistol and some ammunition besides some dress were recovered from them.","Armed Assault, Arrest, Seizure",1,1,1,1,0,0,0,0,0,0,1,1,0,0
"The Gumla Police arrested Gobardhan Gope, a 'commander' of Jai-Jharkhand Tiger, a new splinter group of the PLFI, a breakaway faction of the CPI-Maoist, during a special operation from Basia and Kamdara Police Station area in Gumla District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A joint team of the District Police and CRPF troopers recovered a five kilogram tiffin bomb from a road in Kanker District.,"Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Suspected Naxalites set ablaze four road construction machineries in Khunti District. PLFI cadres assaulted labourers and set on fire one excavator, one dumper, one tipping kit and a truck after chasing away the labourers at Bamahni village in Khunti District","Infrastructure, Armed Assault",1,1,0,0,0,0,1,1,0,0,0,0,0,0
"Suspected cadres of the CPI-Maoist killed Ramachandra Rao, a Police constable at Padia in Malkangiri District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"At Chintapalli in Visakhapatnam District, the District Police arrested Kamalamma, divisional committee member of the Jana Natya Mandali, the CPI-M’s cultural wing, and ‘commander’ of the Korukonda dalam (squad).",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Maoists killed a youth identified as Puna Khadia, a resident of Chhapartoli under Murkunda panchayat in Gumla District and threw his body on the road at Bartoli village under Gumla Police Station. Maoist ‘area commander’ Jogi Bhagat claimed responsibility for Puna's killing. He alleged Puna was killed as he was the ‘right hand’ man of Patrick Toppo who heads the PLFI gang engaged in extortion and road robbery activities in the area.","Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"CPI-Maoist cadres shot and injured a Police constable, identified as Pritam Singh Rajput, at a bus stand in Sukma town in Sukma District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist cadres, identified as Deba Madkami and W. Padiami, were arrested from Janaguda area under Kalimela Police Station limits of Malkangiri District during a joint operation by local Police and BSF.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"The mukhiya of Jargo panchayat in Tamar block in Ranchi District, Jeevan Singh Munda (38), was dragged out of his home by unidentified assailants, masquerading as Police, and shot dead.","Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"A CPI-Maoist 'area commander', identified as Bheem Singh Korwa alias Dukha Korwa alias Bheem Jee (30), was arrested from a maize field at Gasedaag under Barwadih Police Station in the Latehar District. Two bombs of 15 kilograms each and seven of 10 kilograms each, besides 25 live cartridges, 100 metres of electric wire and a poster bearing slogans against recruitment of villagers in India Reserve Battalion were recovered from his possession. Latehar Superintendent of Police Kuldeep Dwivedi said.","Arrest, Bombing, Seizure",0,0,1,1,0,1,0,0,0,0,1,1,0,0
"Six villagers, including a sarpanch (village head), were killed by the CPI-Maoist cadres near Teregaon in Rajnandgaon District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Barring an odd incident of exchange of fire between CPI-Maoist cadres and the Security Forces in Mohla Manpur in Rajnandgaon District, polling in second phase of elections in Chhattisgarh (fifth phase of the general election) remained by and large peaceful.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Police arrested five Maoists in the Bastar region, including two hardcore Maoists carrying cash reward of INR 25,000 each on their heads. According to the report, of the five arrested Maoists, three Maoists whose identity is yet to be ascertained were in charge of the city network and were arrested following a precise tip off from separate location. The other two Maoists, allegedly involved in killing of Tansen Kashyap, brother of Tribal Welfare Minister Kedar Kashyap, were identified as Dasharam and Janglu Korram.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Suspected cadres of the CPI-Maoist killed two villagers, identified as Sukhchand Mandi (55) and his son Nepal Mandi (32), in Bandhgora village of Jhargram sub-division in West Midnapore District. Sources said that Sukhchand was a local leader of the ruling CPI-M and was working as a forest department worker in Jhargram Mini Zoo. He was threatened several times by Maoists for working with CPI-M and as a Police informer.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"A hardcore CPI-Maoist cadre, identified as Aayta Madkami, with a reward of INR 500,000 on his head and accused of major attacks including killing of a journalist and massacre of 11 CRPF troopers, was arrested along with his rifle and eight kilogram tiffin bombs from the forests of Darbha region in Bastar District. He was a member of Kaanger Valley 'area committee' and was the 'president' of DKMS.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"Police arrested ‘commander’ of the Bansaguda local guerrilla squad and deputy-commander of the Bansaguda-dalam (squad) of the CPI-Maoist, Telem Mangu Raju alias Rambabu (carrying head money of INR 20000) in Kanker District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Deverakonda Police unearthed a CPI-Maoist dump on the outskirts of Kambalapalli village under Chandampet mandal in Nalgonda District.,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Gadchiroli Police made more than 100 preventive arrests of CPI-Maoist sympathisers in the wake of the Jan Fituri Saptah (the week for elimination of enemies within) bandh, which is called by the CPI-Maoist in the Dandakaranya area from June 5 to 12 in protest against the Police deployment and a training centre coming up in Chhattisgarh.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Over 50 armed CPI-Maoist cadres attacked and set ablaze a makeshift party office at Mathurapur under Guraru Police Station in Gaya District,"Armed Assault, Infrastructure",0,1,0,0,0,0,1,1,0,0,0,0,0,0
"Seven powerful IEDs, allegedly planted by Maoists, were recovered in Dantewada District. A team of CRPF's 111th and 230th battalions and the local Police recovered the explosives in a forest between Aranpur and Kondapara, a senior Police said. Based on inputs provided by Sukka Ram Mandavi, a Maoist cadre arrested last week, SFs launched a de-mining exercise on the route and spotted IEDs planted at various locations.","Bombing, Arrest, Seizure",0,0,0,1,1,1,0,0,0,0,0,1,0,0
Police in Palamu District of Jharkhand successfully repulsed an attack by the CPI-Maoist cadres on the Satbarwa Police Outpost.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Raipur and Kolkata Police raided the premises of two transporters in Raipur after getting inputs that they were involved in transporting goods for the CPI-Maoist. The SF personnel seized a huge quantity of materials reportedly meant for manufacturing rocket launchers and grenades. The preliminary investigation suggested that the materials seized had the use in making sophisticated weapons like rocket launchers and grenades, he added. The police recovered 75 wooden boxes containing bolts and pipes from the premises of Pal Transport company while small motors used for assembling parts were recovered from on Monday's raid.","Seizure, Infrastructure",0,0,0,0,0,0,0,1,0,0,1,1,0,0
A CPI-Maoist cadre identified as Purna Huluka was killed in an exchange of fire with Security Forces in Koraput District of Odisha.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Five CPI-Maoist sympathizers, including Dilip Murmu, a resident of Belpahari Police Station in adjoining West Bengal, were arrested from Chakulia Police Station under Ghatsila Sub-division of East Singhbhum District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Suspected CPI-Maoist cadres killed their former cadre at Jangi-giri in Giridih District. The cadre, identified as Khublal Mandal, recently released from jail after completion of his two-year jail term, was taken away to Jaridih and shot dead by the Maoists. His dead body was recovered in the morning of January 26, the Police said.","Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,0,1
A dumper engaged in a government enterprise was set ablaze by CPI-Maoist cadres at Musaboni in East Singhbhum District. Over a dozen Maoists arrived at the Bakra pool area and set ablaze the dumper belonging to the Uranium Corporation of India Limited.,Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
CPI-Maoist cadres kidnapped and killed a pastor branding him as a 'Police informer' in Chinturu mandal of East Godavari District.,"Abduction, Armed Assault",1,1,0,0,0,0,0,0,0,0,0,0,1,1
"Three CPI-Maoist cadres were arrested by the SF personnel during the ongoing anti-Maoist operation from Ranka forest in Seraikela-Kharsawan District of Jharkhand. The arrested Maoists were identified as Thumba Paharia, a hardcore Maoist and his accomplices John Purty and Bhudu Munda. The Police recovered three country-made pistols, two magazines, wire and explosives.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"A tribal village head, identified as Bira Padiami, was killed and his wife critically injured when they accidentally stepped on an IED, planted allegedly by the CPI-Maoist, inside the forest near Darbhaguda village under Kalimela Police Station area in Malkangiri District.","Bombing, Armed Assault",0,1,0,0,1,1,0,0,0,0,0,0,0,0
"Lalmohan Tudu, the president of CPI-Maoist-backed PCPA and at least two other PCPA cadres who had taken part in the Shilda EFR camp massacre were killed in Lalgarh in the West Midnapore District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Chhatradhar Mahato, convener of the CPI-Maoist-backed PCPA, was arrested in an operation conducted by the State Police at Birkar village near Lalgarh in West Midnapore District. He was arrested by Policemen who posed as journalists, according to eye witness accounts. Immediately after Mahato's arrest, a landmine went off near Kantapahari (seven kilometres from Lalgarh) and another failed to explode at Kumarbandh. However, SP Manoj Verma said none was injured in the incident. Eight persons were arrested in connection with the incidents, four of them suspected to be Maoists. The Maoists, meanwhile, have called for a 24-hour all-India shut down on October 3. Kishan, Polit Bureau member of the CPI-Maoist, threatened, ""Unless Chhatradhar Mahato is released unconditionally, the entire Jangalmahal in five States [West Bengal, Jharkhand, Madhya Pradesh, Chhattisgarh and Bihar] will be up in flames.""","Arrest, Bombing",0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Three powerful tiffin bombs, each weighing six kilograms, buried on the road between Bharuamunda and Lodra in Nuapada District by Maoists were detected.","Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"The Eturu Nagaram Local Guerrilla Squad (LGS) 'commander' of the CPI-Maoist, Purushotham Tirupathi alias Naresh, surrendered before the Karimnagar District Superintendent of Police Y. Gangadhar.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
A 50-ft tall Maoist memorial constructed in the dense forest of Machanar in Kondagaon District of Chhattisgarh has been demolished by SF personnel.,Infrastructure,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"11 persons, including four civilians and seven SF personnel, were killed in an ambush by the suspected cadres of the CPI-Maoist on a special Police party. The incident occurred three kilometres from the Vinjaram base camp in the Dantewada District. The killed SF personnel included five SPOs and two CRPF personnel. The Maoists managed to flee with the weapons of the dead SF personnel. The Police party was on its way back after delivering a consignment of monthly ration at a Police camp at Bhejji, when the Maoists triggered a land mine blast.","Armed Assault, Bombing, Seizure",1,1,0,0,1,1,0,0,0,0,1,1,0,0
"Three CPI-Maoist cadres, including two women, surrendered before Police in Kanker District.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"A deputy commander of Galikonda platoon of the CPI-Maoist, identified as P. Chinnabbai alias Ramakrishna, surrendered before the East Godavari Superintendent of Police B. Sreenivasulu at Kakinada.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"A gun-battle ensued between a group of CPI-Maoist cadres and Police personnel when the Maoists ambushed a patrolling party near Karka village under Jarawandi Police Station in the Gadchiroli District. Though no casualty was reported, blood stains at two spots at the encounter site suggested that at least two Maoists sustained bullet injuries in the encounter. The Police later recovered five nozzle-loading guns, two kilograms of explosives, camera flash, two detonators, four backpacks, wire bundle and other CPI-Maoist material from the incident site.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,1,1,0,0
"CPI-Maoist cadres killed Rajkumar Nayak, an activist of the 'Salwa Judum', (anti-Maoist vigilante group), under Mirtur Police station in Bijapur District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CPI-Maoist cadres burnt down a mobile relay unit section of the Bharat Sanchar Nigam Limited at Korchi in the Gadchiroli District.,Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"The Maoists triggered two Bomb blasts in the Tangi Block Office in Khurdha District. Earlier, the BDO had received death threat from the Maoists.","Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Kovasi Eduma (22), and Madakam Jyothi (20), both Maoist dalam members of Konta area in Chhattisgarh, were arrested by the Police near Aswapurampadu under Karakagudem Police Station in Pinapaka mandal in Khammam District. Maoist banners and pamphlets were recovered from their possession.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"A Janashakti cadre, Koppala Srinivasa Rao of the Naguleti squad, is killed during an encounter with the Police at Dachepalli in the Guntur District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mukund Singh, a contractor and a former block Congress Party president, was shot dead by suspected CPI-Maoist cadres in Urmal village under Chowka Police Station in Seraikela-Kharsawan District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mahabubnagar District Police arrested two irrigation contractors in a case relating to the handing over of Rupees Five million and a box of 200 gelatin sticks to the CPI-Maoist in April 2006.,"Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,0,1,0,0
"Two hardcore Maoist cadres, including a woman, surrendered before the Nabarangpur SP, Brajesh Rai.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Surat Police arrested Nagpur (Maharashtra) based retired Customs Officer, Vishwanath Vardharajan Iyer (60), for suspected links with Naxalites (Left Wing Extremists). According to the Police, Iyer is among those who provided guerrilla warfare training to a few Naxals from Gujarat in the forests in Kerala, sometime in 2000.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,0,1,0,0
"Police recovered some Maoist literature, a 303 rifle and 14 live rounds from near the body of Raneeta. Raneeta, had been in the dalam for about two decades, was the wife of Sunil, a cadre of the north-Gadchiroli divisional committee of the CPI-Maoist, which is active in this part in Makadchuha in Gadchiroli","Seizure, Armed Assault",0,1,0,0,0,0,0,0,0,0,1,1,0,0
"A Maoist, identified as Suklu Ram Tulawi, was arrested and weapons were recovered from him at Aampayali hills under Aundhi Police Station limits in Rajnandgaon District of Chhattisgarh.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"Huge quantities of ammonium nitrate were recovered and one person was arrested at Dumraon village in Hazaribagh District. Acting on a tip-off, a Police team raided the house of one Kedar Bhuyan and recovered several bags of ammonium nitrate, DSP Sangeeta Kumari said.","Arrest, Seizure",0,0,0,1,0,0,0,0,0,0,1,1,0,0
"One more CRPF personnel, identified as P. K. Mahapatra, was injured when he stepped on a bomb planted by the Maoists near Munjmate village in Narayanpur District.","Bombing, Armed Assault",0,1,0,0,1,1,0,0,0,0,0,0,0,0
"An 'area commander' of the CPI-Maoist, identified as Sanyasi Pujari alias Pravin, surrendered before the Police in Malkangiri District.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
A Congress party leader is shot dead by CPI-Maoist cadres in the Nilbhaya area of Dantewada District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Maoists set ablaze an under-construction office of the revenue department at Sironcha and another gram panchayat at Kasansur in Gadchiroli District.,Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"The Police unearthed an arms dump of the CPI-Maoist in the Pamidipadu forest area of Guntur District. The recoveries included three VHF sets, two chargers, one directional mine, 50 detonators and Maoist literature.","Seizure, Bombing",0,0,0,0,0,1,0,0,0,0,1,1,0,0
An Assistant Sub-Inspector of Police was seriously injured in a landmine blast triggered by the CPI-Maoist cadres at Singamkota village of Y Ramavaram mandal in the East Godavari District.,"Bombing, Armed Assault",0,1,0,0,1,1,0,0,0,0,0,0,0,0
CPI-Maoist cadres killed a person at Kothi village in Bhamragad tehsil of Gadchiroli District on suspicion of being a Police informer.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A group of CPI-Maoist cadres blasted a portion of the Panchayati Raj department’s deputy executive engineer office at Eturunagaram village in the Warangal District.,"Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"The Maoists partially destroyed the pipeline control unit of Gujarat Essar, a private steel manufacturing company, and took away its solar plates and batteries.","Infrastructure, Seizure",0,0,0,0,0,0,1,1,0,0,0,1,0,0
"Three Maoist sympathizers - Poornachandra Porja, Mahendra Kumar Khora and Amit Bahadur, all residents of Onakadelli village in Koraput District in Odisha, were arrested at Paderu in Visakhapatnam agency in Visakhapatnam District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist cadres, identified as Ramchand (20) and Sampat, were arrested from the forests of Mardapal Police Station limits in Kondagaon District during an area domination operation.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Three Maoists surrendered before Ranchi Senior Superintendent of Police (SSP) Praveen Singh, reports IANS. ""They were associated with CPI-Maoist zonal commander Kunda Pahana since 2006.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Nearly 200 CPI-Maoist cadres seized the Gomo-Mughalsarai train (number 627) carrying nearly 700 passengers near the Hehegarha Station at 7.30 a.m. in Latehar District and later released it around 11.50am (IST) without causing any harm to the passengers. They later fled the spot after spotting a helicopter.,"Seizure, Abduction",1,0,0,0,0,0,0,0,0,0,0,1,1,1
"SFs recovered a huge cache of weapons during anti-CPI-Maoist operations in West Midnapore District over the past week. The haul included nine guns that were taken away by the Maoists in an attack on a camp of EFR at Silda, Police Officers said.","Seizure, Armed Assault",0,1,0,0,0,0,0,0,0,0,1,1,0,0
A 15 kilogram 'tiffin bomb' planted by CPI-Maoist cadres was found under a forest road connecting Isalnar and Hangwa villages in Kondagaon District.,"Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
CPI-Maoist cadres exploded bombs near the house of the former District community leader at Bhomragarh village in the Purulia District.,"Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Seendri Bathro alias Badri (35), from Kannvaram under Mampa Police Station in Koyyru mandal of Visakhapatnam District was found killed with his neck strangulated. A letter left at the spot reportedly by some CPI-Maoist cadres said he was killed for being a 'police informer'.",None,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two Maoists, identified as Kuldhar (27), a member of the Padeli Local Operation Squad, and Mannu Ram (45), a member the Barda Dalam, were arrested from the Mardapal Police Station limits in Kondagaon District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Around 30 CPI-Maoist cadres attacked the camp office of a private road and bridge Construction Company of Shashi Kumar Singh, leader of ruling Janata Dal-United, at Phulwar village under Banjariya Police Station in East Champaran District.","Armed Assault, Infrastructure",0,1,0,0,0,0,1,1,0,0,0,0,0,0
"A hardcore CPI-Maoist cadre, carrying a reward of INR 50,000 on his head, identified as Raju Yadav, was arrested from Kokra Mahto Dih village in Jamui District. Acting on a tip off, the Police raided the village and arrested the Maoist who had come to attend a wedding function at his relative's place, ASP, Operations, D.N. Pandey said.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Police arrested two CPI-Maoist cadres from the forest near Kalepal village in Dantewada District of Chhattisgarh and seized a Tiffin bomb weighing 3 kilograms from their possession. The arrested have been identified as Deva Kunjam and Joga Markam, both residents of village Arve. Kunjam is DAKMS President and Markam is Sangham member.","Arrest, Seizure, Bombing",0,0,1,1,0,1,0,0,0,0,1,1,0,0
"Nine CPI-Maoist cadres were arrested from the Bastar District, Police said on October 16. The arrests were made late in the night of October 15 at Babri Kokaobhata and Chamai villages of Bastar. ""The arrested people were active members of the banned CPI-Maoist. We have recovered four pistols and Maoist literature from them,"" the Superintendent of Police (Bastar), P. Sundaraj, told reporters. He said the Police were interrogating them for their alleged role in several killings and robberies in the area. Police claim that the forested Bastar region spanning about 40,000 square kilometers is home to nearly 10,000 Maoist insurgents, who have access to rocket launchers and mortars apart from smaller firearms.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"The Maoist-supported PCAPA started an indefinite roadblock in the three western Districts of West Midnapore, Purulia and Bankura. PCAPA activists felled trees and blocked roads at multiple points on the roads leading to Lalgarh in West Midnapore District.",Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Four CPI-Maoist cadres, a Policeman and two villagers were killed in an encounter between Maoists and Commandos of an anti-Naxal unit, C-60, in a forest of Dhanora in Gadchiroli District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Four cadres of the CPI-Maoist were arrested by a team of the BSF and the District Force from a forested belt of Koilibeda in Kanker District.,Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist militia of around 60 cadres killed a Government school teacher, Kedar Singh Bhotka, at Gurudih village under Katkamsandi Police Station in the Hazaribag District, suspecting him to be a Police informer and a supporter of the breakaway Maoist outfit, the Jharkhand Prastuti Committee. Kedar Singh Bhotka and his brother Ganesh Singh Bhotka were dragged out of their house at around 2 am. Both were then tied to a tree and beaten up after which Kedar was killed. Ganesh, who was later released, was undergoing treatment at the District hospital.","Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"Dantewada SP Kamlochan Kashyap said that based on intelligence inputs, businessman Arun Agrawal and his accountant Balaram were arrested from Raipur airport on July 25 night when they were trying to flee,",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"SF personnel recovered a secret dump belonging to CPI-Maoist cadres during a Joint Combing Operation by the District Police, SOG and CRPF in Badabanga forest near Kerubadi in Daringbadi Police Station area of Kandhamal District.",Seizure,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Suspected CPI-Maoist cadres killed a village headman in the interior Jojoda area, between Porahat and Saranda forests, under the Goeilkera Police Station limits of West Singhbhum District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Six cadres of the CPI-Maoist were killed and one SAP personnel identified as Shiv Sharan Yadav was injured in an encounter between the SFs and the Maoists in Dharmaha village under the Kalyanpur Police Station in East Champaran District. The bodies of all the six CPI-Maoist have been recovered while eight other CPI-Maoists, including three women, have been arrested. SFs have also recovered 14 weapons comprising five SLRs, eight Police rifles and one .315 rifle, besides explosives and ammunition from the spot, the DGP added.","Armed Assault, Arrest, Seizure",1,1,1,1,0,0,0,0,0,0,1,1,0,0
An encounter took place between SFs and Maoists under Herhanj Police Station area at Chuku of Lohardaga District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist 'deputy commander,' identified as Boti Kashyap, was killed in a gun-battle with SFs in Kondagaon District. Kashyap was gunned down in the skirmish at Kudoor village under Mardapal Police Station limits, SP of Kondagaon, Santosh Singh said.Kashyap's body was recovered during the search, while an INSAS rifle, a 12-bore gun, one radio set and few other items were recovered, he said.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,1,1,0,0
