incident_summary,total_fatalities,first_action,incident_number,count_bin
"Around 60 BSF personnel returning from a combing operation in Bejangwada to their base camp at Kalimela, narrowly escaped when a landmine planted by CPI-Maoist exploded on a forest road near Gumphakonda in Malkangiri District.",0,Bombing,1408241201.0,0
"More than 20 heavily armed cadres of the CPI-Maoist attacked the Roxy railway Station, located in a remote place under K. Bolang Police Station area in Sundergarh District, and blew it up after asking the employees to move out. The Maoists also abducted three persons, including the Station Master, besides setting ablaze around 15 vehicles parked near the small railway Station used primarily for iron ore transportation, Police said. The Station is used for transporting iron ore to the Rourkela Steel Plant. Later the three railways employees, who were held captive by the Maoists for over three hours, were released with a warning not to run trains during a shutdown.",0,Bombing,1408250901.0,0
"A group of 15 armed Maoists attacked Bhalulata Railway Station, 25 kilometres from Rourkela, but could not blow up the building as the explosive device did not go off.",0,Bombing,1408250902.0,0
"The CPI-Maoist cadres killed Gutta, a tribal villager, in Namkonda village under the Kalimela Police Station in Malkangiri District.",1,Armed Assault,1408251401.0,1
"Three BSF personnel and a civilian were killed in a CPI-Maoist ambush in Malkangiri District. Six BSF personnel were also seriously injured in the incident that occurred in the cut-off area of Balimela reservoir near Palangarai ghat under Chitrakonda Police Station limits at around 6.30 a.m. The patrol party that faced the Maoist ambush was part of the 104th battalion of BSF that has a base camp near Janabai. According to Inspector-in-Charge of Chitrakonda Police Station P. Durua, this team was returning by boat after area domination and patrolling in the cut-off area of the reservoir. While they were alighting from the boat, a landmine planted by the Maoists went off. It was followed by firing by the Maoists who were hiding nearby.",4,Bombing,1408261501.0,3-5
"SFs recovered two powerful tiffin bombs at Telengapadara in Gajapati District. ""The bombs, weighing 27 kg and 25 kg, were defused by the bomb disposal squad,"" said SP Satyajit Nayak.",0,Bombing,1408261504.0,0
At least 17 CRPF personnel had a narrow escape when a landmine blast was triggered by the Maoists seconds after a CRPF vehicle crossed the Kalimela area of Malkangiri District in Orissa,0,Bombing,1408270701.0,0
CPI-Maoist cadres attacked the Topadihi railway station under K. Balang Police station in the Sundargarh District and assaulted its station master. They reportedly asked the station master to detain iron ore ferrying goods trains.,0,Armed Assault,1408270702.0,0
Four personnel of the BSF were killed on the spot and three injured in a landmine blast by the CPI-Maoist cadres in Koraput District of Odisha. The blast occurred on NH 26 at a culvert between Sakirai and Kauguntha villages near Ralegada in Sunki ghat area under Pottangi Police Station limits around 9 a.m. The BSF personnel were on leave and on their way in three vehicles to Visakhapatnam from Balimela area of Malkangiri District to board trains.,4,Bombing,1408271301.0,3-5
"A Zilla Parishad member as well as a leader of Congress Party, Anand Kirsani (38), was killed by suspected cadres of the CPI-Maoist at Dhusura village under Semiliguda block in Koraput District.",1,Armed Assault,1408291001.0,1
A CPI-Maoist cadre was killed and two others were seriously injured when a landmine they were trying to plant exploded on a road near Tekguda in Kalimela area in Malkangiri. According to reports the victim was Muka Madkami. But the Police are yet to confirm his identity.,1,Bombing,1408291201.0,1
"Six cadres of the Udaya faction of a Naxalite group shot dead a civilian, identified as Jiti Jagaranga, and injured another at Gunupur in the Rayagada District. He was shot dead for his linkages with Shanti Sena, a group opposed to them.",1,Armed Assault,1408310701.0,1
"A BSF trooper, J Kundu, was killed and another, Dhiren Sahu, injured when a landmine planted by the CPI-Maoist cadres exploded on a forest road in Koraput District. The two troopers were members of a unit of the BSF stationed at Palur in Koraput.",1,Bombing,1409011201.0,1
"An encounter occurred between the Police and a group of Maoists at a training camp located inside the deep forest of Gaielmundi in the Sambalpur District. However, no casualty was reported on either side.",0,Armed Assault,1409020701.0,0
Police recovered an unexploded bomb at the Khariguda-Bachipank road in the Rayagada District.,0,Bombing,1409020702.0,0
The BSF personnel found and defused a 20-kg IED in Koraput District. Troops of the BSF's 28 Battalion deployed in Koraput on anti-Maoist operations carried out a special search operation based on inputs about presence of an IED beneath the road in a forested stretch.,0,Bombing,1409021301.0,0
"The CPI-Maoist cadres killed Purna Chandra Dalai (52), a local BJP leader, also a contractor by profession, whom they suspected of being a Police informer, in Malkangiri District.",1,Armed Assault,1409031101.0,1
Two cadres of the PLFI were killed by Rourkela Police following an exchange of fire in remote Jarda forest under Gurundia Police limits in Sundargarh District.,2,Armed Assault,1409031601.0,2
"The CPI-Maoist cadres allegedly killed a former home guard, identified as Sarat Khora (30), suspecting him to be a 'Police informer', in Panasput village in the cut-off area across Balimela reservoir in Malkangiri District of Odisha. About two days ago, the Maoists visited the village and asked Khora to accompany them on the pretext of having some discussion and subsequently his body was found lying in a pool of blood in a forested area near the village.",1,Armed Assault,1409051401.0,1
Two persons from the Bandhugaon faction Chasi Mulia Adivasi Sangh (CMAS) sustained injuries when two factions of the CMAS - CMAS-Bandhugaon and CMAS-Narayanpatna blocks of Koraput District - attacked each other on the road between Baunsput and Dasini in the Bandhugaon block.,2,Armed Assault,1409060901.0,2
SF personnel shot dead a CPI-Maoist cadre during an encounter with the Maoists at a forested area under Khaprakhol Police Station in Bolangir District.,1,Armed Assault,1409061301.0,1
A powerful landmine planted on a road by CPI-Maoist cadres was seized by SF personnel in Kandhamal District. The explosive device was found between Kotagada and Srirampur. Altogether nine explosive devices including landmines and tiffin bombs were seized from Baliguda sub-division from the Maoist-affected District in the last one year.,0,Bombing,1409071201.0,0
"A CPI-Maoist cadre was killed in a joint operation conducted by Bargarh District Police, CRPF and SOG in Bargarh District.",1,Armed Assault,1409071301.0,1
Nearly 50 armed cadres of the CPI-Maoist planted landmines and blew up the building of a panchayat office at Materu in the Padia block of Malkangiri District. The Maoists did not injure or attack any villager. After the blast the Maoists also ransacked some portions of the building that had not been damaged and set ablaze to the official records and furniture while raising slogans against the Government and the proposed anti-Naxal operation in the area.,0,Bombing,1409091001.0,0
"Suspecting them to be Police informers, CPI-Maoist cadres killed two persons, including a contractor by slitting their throats in Narayanpatna block of Koraput District.",2,Armed Assault,1409091101.0,2
"CPI-Maoist cadres killed a village headman, identified as Iswar Chandra Sodi, in the Kottamateru village under Podia block of Malkangiri District.",1,Armed Assault,1409091301.0,1
"A Police officer sustained injury during an exchange of fire between SFs and the cadres of the CPI-Maoist that occurred near the Barimunda area bordering Ganjam, Gajapati and Kandhamal Districts of Odisha, during a joint combing operation made by the Police officials of the three Districts. Police seized a pistol, 30 rounds of cartridges and other items used for making tent houses in forests.",0,Armed Assault,1409101401.0,0
A woman cadre of CPI-Maoist was killed in exchange of fire with Security Forces in the jungle near Kandrakabandali village under Kalyansinghpur Police Station limits of Rayagada District.,1,Armed Assault,1409111301.0,1
"Cadres of the CPI-Maoist detonated a mine explosion targeting the officer in charge of Pottangi Police station in the Koraput District. The officer, however, narrowly escaped.",0,Bombing,1409120701.0,0
Five Maoist supporters along with remote control devices were arrested subsequent to an exchange of fire. Two other landmines were defused by the Police.,0,Bombing,1409120704.0,0
"BSF personnel recovered three live landmines, weighing around 10 kilograms each, suspected to be planted by the CPI-Maoist cadres, from Boipariguda-Gupteswar road in Koraput District of Odisha. Police said the security personnel spotted the landmines during regular combing operation and set them off on the spot as it was not possible to bring back the landmines.",0,Bombing,1409121401.0,0
"The SF personnel recovered and later defused an IED planted by CPI-Maoist cadres on the railway track near Topadihi railway station in Bonai sub-division of Rourkela District and foiled their attempt to blow up the train. According to the reports, the IED in the form of ‘can bomb’ weighing around 10-kilo grams was planted to target iron ore ferrying goods trains as SF personnel usually use them as modes of transport.",0,Bombing,1409130701.0,0
A woman cadre of the CPI-Maoist was reportedly killed in an encounter with the Police in the Niyamgiri forests in Kalahandi District.,1,Armed Assault,1409151601.0,1
The CPI-Maoist cadres blew up several forest buildings including a range office and inspection bungalow inside Sunabeda sanctuary in Nuapada District. The buildings had been lying defunct and unoccupied for a long time due to Maoist menace.,0,Bombing,1409161001.0,0
"Top Maoist leader Daya of AOBZC escaped from the clutches of SOG troopers in Panasput village under Padua Police limits in Koraput District. According to sources, an exchange of fire took place between Police and CPI-Maoist cadres for several hours in the forest. On a tip off that Daya and some Maoists of Chhattisgarh were camping in the forest, Police launched an extensive combing operation. During this time, the Maoists opened fire and the SOG troopers retaliated.",0,Armed Assault,1409171602.0,0
"A 45-year-old village guard, Lalit Hantala, of Rajabandha village in Chitrakonda of Malkangiri District was killed by cadres of the CPI-Maoist in Khadikajodi area of the District.",1,Armed Assault,1409181001.0,1
"Cadres of the CPI-Maoist killed a person, identified as Kapur Khara and his son Dhisa Khara in Lachhmani village of Laxmipur Block of Koraput District in the night. A group of around 20 armed Maoists reached the remote village and forced the villagers to attend a meeting. At around 8.30 p.m. [IST] all other villagers were ordered to return home, while Kapur and his son were asked to stay back. After some time the Maoists slit their throats killing them on the spot.",2,Armed Assault,1409181002.0,2
"Two powerful landmines, weighing about 25 kilograms each, planted by CPI-Maoist were seized by SFs from a road in a forest area near Tanginiguda near Boipariguda Police station in Koraput District of Odisha.",0,Bombing,1409181201.0,0
"The Maoists killed a local trader, identified as Sattar Khan, by hacking him to death at Nangalbaoard in Sinapali area in Nuapada District, suspecting him to be a Police informer. According to the Police, a group of about 25 Maoists, including women, barged into the house of Sattar Khan and attacked him with sharp weapons and rifle bayonet. A note left by the Maoists stated that Sattar Khan was passing on information about Maoist activities to the Police.",1,Armed Assault,1409191201.0,1
"Three CPI-Maoist cadres, including a 'divisional committee member' from Chhattisgarh - identified as Sunadhar - were killed in an encounter with SFs near Bhejaguda forest under Malkangiri Police Station limits in Malkangiri District. Malkangiri SP Mitrabhanu Mohapatra said Sunadhar carried a reward of INR 500, 000 on his head. Identity of the other two Maoists killed in the encounter has not been ascertained. The SP added the encounter took place between 9 a.m. and 10 a.m. when a troupe of DVF of Malkangiri District had stumbled upon a secret camp of Maoists at the encounter spot. When the Maoists opened fire the SFs retaliated. Exchange of fire continued for around 15 minutes. Unable to face the fire power of security personnel, three Maoists in the camp died at the spot while the rest managed to escape.",3,Armed Assault,1409191501.0,3-5
"Cadres of the CPI-Maoist shot dead Rabi Khara, a sarpanch of Bijay Ghati and his associate Puri Sirka, near Kudumul village of Damanjodi in Koraput District. Another associate of the sarpanch identified as Suresh Sirka was seriously injured in the incident.",2,Armed Assault,1409201001.0,2
"Rohidas Gond, an elected tribal ward member of a Panchayat was killed by CPI-Maoist cadres at Rajpur village in Nabarangpur District of Odisha. In a note left at the scene, the Maoists branded him a Police informer. Mainpur division of adjoining Chhattisgarh carried out the killing.",1,Armed Assault,1409201201.0,1
"CPI-Maoist cadres killed a civilian, identified as Trinath Madhi, under Mathili Police Station limits in Malkangiri District, suspecting him to be a 'Police informer.' The body of the villager was found in a pool of blood on the outskirts of the village. Sources said about 20 armed Maoists reached Tembrupalli village around midnight and dragged Madhi from his house at gun-point to a nearby forest. They reportedly held a Jan Adalat before killing him.",1,Armed Assault,1409201501.0,1
"An exchange of fire occurred between the personnel of SOG and District Police and the cadres of CPI-Maoist when a secret Maoist camp was busted in the forest area of Balandapada near Bursingh village under the Gochhapada Police Station area in Kandhamal District of Odisha. Three country-made guns, one revolver, a bag full of medicines, food materials and other goods of Maoist use left behind by the Maoists, were seized by the SF personnel.",0,Armed Assault,1409211401.0,0
An exchange of fire took place between the SFs and CPI-Maoist cadres near Kerubadi in Daringbadi block of Kandhamal District when the SFs raided a Maoist training camp inside the forests near Kerubadi.,0,Armed Assault,1409231101.0,0
"Suspected cadres of the CPI-Maoist killed Jagabandhu Majhi (39), a BJD MLA representing Umerkote assembly constituency and his PSO Prasanta Kumar Patra (25) at Gonahatapadar village under Raighar Police Station in Nabarangpur District.",2,Armed Assault,1409241101.0,2
"Rajesh Mallick (30), a suspected CPI-Maoist supporter, who was arrested by Police on July 6, 2010 and was out on bail recently, was allegedly beaten to death by two of his relatives and the body was thrown into the turbulent Padma river near Pipalapanka in Ganjam District's Sorada Police Station limit. Though Rajesh was killed on September 24, the incident came to light, after Police arrested Bansi Mallick, uncle of the deceased who is one of the two accused.",1,Armed Assault,1409241203.0,1
"CPI-Maoist cadres killed Nrusimha Panda alias Babuli Panda, a leader of the ruling BJD, at Ramgiri village in Baipariguda Block of Koraput District.",1,Armed Assault,1409251001.0,1
Two village guards identified as Manik Khilo and Jagabandhu Khilo were killed by the CPI-Maoist cadres in the cut-off area of the Chitrakonda reservoir in Malkangiri District.,2,Armed Assault,1409251201.0,2
"Suspected CPI-Maoist cadres killed Jeevan Patnaik (55), a Congress leader and resident of Sunki in the Pottangi area of Koraput District of Odisha.",1,Armed Assault,1409261401.0,1
"CPI-Maoist cadres shot dead a Congress party leader, Subash Biswal, near MV-88 village in the Malkangiri District branding him as a Police informer.",1,Armed Assault,1409270501.0,1
The CPI-Maoist cadres killed one person identified as Mishra Khosla (35) on the suspicion of being a Police informer in Narayanpatna block of Koraput District. The body of Khosla was lying near Mankidi in the Narayanpatna Police Station area with his throat slit. The Maoists also set ablaze two vehicles managed by Khosla.,1,Armed Assault,1409271101.0,1
One civilian is killed and three others are injured when CPI-Maoist cadres trigger a landmine targeting a vehicle near Motu in the Malkangiri District.,1,Bombing,1409290501.0,1
"The cadres of the CPI-Maoist killed a 60-year-old person at Mahupada village in K. Balang Police Station in Sundargarh District, suspecting him to be a Police informer.",1,Armed Assault,1409291001.0,1
"The CPI-Maoist cadres killed a tribal man, identified as Munna Madhi (21), by slitting his throat after accusing him of being a 'Police informer' at Irbanpali village in the Padia area of Malkangiri District of Odisha. Two armed rebels dragged Madhi from his home at Irbanpali village and killed him by slitting his throat with a sharp weapon.",1,Armed Assault,1409291401.0,1
Around 15 heavily armed cadres of the CPI-Maoist stormed into the forest office at Ramgiri under Boipariguda Police Station in Koraput District and set off a landmine blowing up a portion of the building.,0,Bombing,1410021001.0,0
"Cadres of the CPI-Maoist killed a former ward member, Irma Salwan (50) of Tekalguda, after accusing him of being a Police informer in Malkangiri District. ""Salwan's throat had been slit and he bled to death. Out of fear, the villagers had buried the body in the woods. We were able to recover it only on Sunday [October 4],"" Malkangiri Superintendent of Police (SP) Satya Brata Bhoi said.",1,Armed Assault,1410030901.0,1
"About 30 armed cadres of the CPI-Maoist blew up the Katingia Police outpost in the Kandhamal District in the night. However, no one was hurt. The Maoists also set ablaze documents there. Additional Police force could not reach the spot due to felling of tress on the road connecting Brahmanigaon area, official sources said.",0,Bombing,1410040901.0,0
"A tribal, Arjun Khara (50), was killed by CPI-Maoist cadres at Kandhabuda village under Mathili Police Station of Malkangiri District. His bullet ridden body was located in the forest near Kandhabuda in the morning. A handwritten letter in the name of CPI-Maoist was found near the body. Through the letter Maoists alleged that the victim was a police informer for which he had been punished. The Maoist letter also alleged that Arjun was behind encounter between security forces and Maoist near Madkapadar panchayat in the past in which a Maoist cadre had been killed. According to sources this encounter had occurred around a year back. Malkangiri SP Mitrabhanu Mohapatra reiterated that Arjun was a commoner having no links with Police.",1,Armed Assault,1410041501.0,1
"There was an exchange of fire between the SOG troopers and CPI-Maoist cadres during a combing operation inside the Jugsaipatna Reserve Forest area in the Kalahandi District of Odisha. It was learnt that a Maoist team led by Odisha State Committee 'secretary' of CPI-Maoist, Modem Balkrishnan alias Manoj, managed to escape from the operation site inside the jungle. Police recovered large quantities of various items including kits, medicine stock, 24 detonators, one tiffin bomb and Maoist literature from the abandoned Maoist camp.",0,Armed Assault,1410051501.0,0
"An exchange of fire between SF personnel belonging to CoBRA battalion and CPI-Maoist cadres took place in a forest under Balimela Police limits in Malkangiri District of Odisha. No injury or casualty was reported from either side, said Police. ""Our men spotted around 10 Maoists in Tumbapadar forest. They fired on seeing our men and we retaliated. The exchange of fire which started around 3 am continued for next 20 to 30 minutes,"" said deputy commandant S Kumar of the CoBRA unit stationed at Govindpally. ""Unable to face our heavy firing the Maoists fled from the spot,"" he added. The SF personnel recovered a gun, three tiffin bombs, at least five pairs of uniforms, live wires, Maoist banners, poster and literature from the spot.",0,Armed Assault,1410081502.0,0
"SFs comprising CRPF and elite anti-Naxal SOG personnel neutralised a CPI-Maoist camp near Gaigot-Kuleijharan hills, under Kisinda Police limits, in Sambalpur District, following a fierce gun battle with the Maoists.",0,Armed Assault,1410091101.0,0
"Orissa Police killed two CPI-Maoist cadres including a hardcore woman cadre, in the forested region of Koraput District. A joint team of the Andhra Pradesh Police's STF and the Orissa Police carrying out a combing operation in the Almonda area of the District under Narayanpatna Police station on the Andhra Pradesh-Orissa border killed the two Maoists, part of a three-member team. The woman, identified as Jyoti (25) was a member of the Koraput Divisional Committee (KDC) of the PLGA. A native of Srikakulam District in Andhra Pradesh, Jyoti took part in several high-profile attacks including the one on the Nayagarh Police training school in February this year. The identity of the other deceased Maoist is not known. The third member of the group, Raju, the area commander of the KDC, however, escaped with some injury.",2,Armed Assault,1410100801.0,2
An exchange of fire between the CPI-Maoist cadres and the SFs took place in the wee hours of near Jamgaon village in Puintala tehsil in Bolangir District.,0,Armed Assault,1410121101.0,0
"A former CPI-Maoist cadre, identified as Raju Hantal, who had surrendered before the Police along with five others last month (September), was killed by the Maoists in Malkangiri District.",1,Armed Assault,1410121301.0,1
Suspected CPI-Maoist cadres killed the head of an unspecified village in Malkangiri District.,1,Armed Assault,1410130601.0,1
"Cadres of the CPI-Maoist killed three Police personnel, including the security guard of senior Jharkhand Mukti Morcha (JMM) leader Sudam Marandi, after a football match at Bandap village under Chandua Police Station in the Mayurbhanj District. Sudam Marandi, a former Member of Parliament, however, escaped unhurt, Police said. The Maoists attacked the Security Force personnel accompanying Marandi when they were leaving the tournament venue after distribution of prizes, Police said, adding that Assistant Sub-Inspector of Police Narayan Pradhan and two other Policemen were shot dead.",3,Armed Assault,1410130901.0,3-5
More than 50 armed cadres of the CPI-Maoist entered Markapadar village under Khairput Block in Malkangiri District and blew up a Panchayat building and a godown using powerful landmine.,0,Bombing,1410141001.0,0
"CPI-Maoist cadres killed two villagers, identified as Suma Madakami and Rama Madhi, at Kanagoda area under Kalimela Police limits in Malkangiri District. According to sources, a group of Maoists raided the village and took them away in the night of October 14. Their bodies were found near the village next morning. The Maoists killed the duo suspecting them to be 'Police informers', the sources added.",2,Armed Assault,1410151501.0,2
"Approximately 20 armed cadres of the CPI-Maoist shot dead one Special Armed Police personnel and injure four persons, including a civilian, at Badrama in the Sambalpur District.",1,Armed Assault,1410170501.0,1
"Cadres of the CPI-Maoist triggered a landmine blast on a road at Sikhapalli near a BSF camp in Malkangiri District. However, no one was injured as there was no movement near the site when the landmine exploded about 250 metres from the temporary BSF camp.",0,Bombing,1410181001.0,0
"An exchange of fire took place between SF personnel and CPI-Maoist cadres at Niyamgiri forest area in Kalahandi District. During a combing operation, the SF personnel exchanged fire with the Maoists near Golgola and Naringbadi village area of Munikhol panchayat. Muniguda SDPO, Anant Prasad Mallick said a group of Maoists led by Bunty alias Bauri Bandhu Sethy opened fire on the SFs during combing operation. In retaliation, the SFs opened fire. However, no casualties have been reported.",0,Armed Assault,1410181601.0,0
"CPI-Maoist cadres killed Puala Sadaram, a panchayat ward member of Sanakamara village and supporter of anti-Maoist CMAS of Bandhugaon unit, near Kumarganda village of Bandhugaon block in Koraput District.",1,Armed Assault,1410191101.0,1
"Cadres of the CPI-Maoist triggered a series of seven landmine blasts targeting the security force personnel involved in combing operations near Dhepaguda village in the Gudari block of Rayagada District. The Maoists first triggered a landmine blast near a school damaging its boundary wall and then left the spot. Receiving information about the incident SF personnel rushed to the village and while on the way six more blasts occurred targeting them. However, no causalities were reported.",0,Bombing,1410200701.0,0
"The Maoists triggered a landmine blast in Kiriburu area in Keonjhar District. The blast damaged the glass panes of a vehicle ferrying three troopers of the CRPF, including the driver, who were proceeding from Kiriburu to Megadpur mines to pick up CoBRA troopers, Keonjhar SP Asish Singh said. However, no one in the vehicle was injured in the blast, the SP added.",0,Bombing,1410201101.0,0
"A tribal civilian, identified as Gumpha Kadraka (50), was killed by the CPI-Maoist cadres under Bandhugaon Police Station area in Koraput District of Odisha. Maoist Posters left on the spot claimed that the deceased had been killed as he was a Police informer.",1,Armed Assault,1410211201.0,1
A group of 40 cadres of the CPI-Maoist blew up a panchayat office in Nulliguda of Podia block under Kalimela Police Station limits in Malkangiri District. The Maoists set ablaze the plastic pipes and looted iron rods and other articles stored in the godown.,0,Bombing,1410231002.0,0
"Exchange of fire took place between Police and Maoist cadres in Balijodi area under Koida Police Station limits of Sundargarh District. After the incident, the Maoists managed to flee from the spot.",0,Armed Assault,1410231301.0,0
A Sarpanch was killed by CPI-Maoist cadres in Malkangiri District. The Maoists allegedly killed the 40-year-old Soumendra Betti suspecting that he was giving information to Police and SFs involved in anti-Maoist operations in the region.,1,Armed Assault,1410241301.0,1
"A DVF trooper, identified Gopal Mandal (28), was seriously injured in an encounter with Maoists in Parsanpalli forest area in Malkangiri District. As the DVF team moved closer to the Maoist hideout they fired injuring the trooper.",0,Armed Assault,1410241302.0,0
"Eighteen CPI-Maoist cadres were killed in an encounter with a combined team of AP and Odisha Police near Jantri in Malkangiri District, in the AOB area. According to AP Police, two constables of Greyhounds, an elite anti-Maoist force, were injured in the encounter that occurred during a routine combing operation being jointly carried out by Police of both the States at Ramgurha in Malkangiri District of Odisha. "" Police have recovered four AK-47 rifles from the scene of the encounter. SF personnel recovered bodies of four more Maoists killed during a joint operation by AP-Odisha Police in Bejing jungle between Ramgarh and Panasput in Malkangiri District on October 24. The total number Maoists killed in the joint Police operation rose to 28. One AP Greyhound commando Mohammed Abu Bakar was also killed in the exchange of fire while one more commando was also injured.  It is to be noted that 30 LWEs lost their lives during a joint operation by some 200 SF personnel including Andhra Pradesh's Greyhounds, Odisha Police, SOGs, DVF, in the cut off area of Chitrakonda in Malkangiri District of Odisha along the AOB.",29,Armed Assault,1410241601.0,10+
"A group of four armed cadres of the CPI-Maoist killed a person, identified as Gadadhar Singh Rajput of Sambalpur village, in the Kundei Police Station area of Raighar Block in Nabarangpur District suspecting him as a Police informer.",1,Armed Assault,1410251001.0,1
"Maoists exchanged fire with the SFs during a raid on a camp at Jadu Loisingh forest in Sambalpur District. The Maoists managed to escape. The SFs recovered a gun, three cartridges and five grenades from the camp.",0,Armed Assault,1410261101.0,0
"The CPI-Maoist cadres have allegedly killed another villager by slitting his throat in Salapanga village under Sadar block in Kalahandi District. The Maoists reportedly killed Lalu Harijan, suspecting him to be a 'Police informer'.",1,Armed Assault,1410261601.0,1
Two more CPI-Maoist were shot dead in the Chitrakonda forest area of Malkangiri District,2,Armed Assault,1410271601.0,2
"Suspected Maoists threatened two traders from Andhra Pradesh, engaged in cotton and tobacco business and who have been residing in Suludi-Katiki village under Ramanaguda block of Rayagada District. According to the report, a group of persons in black uniform dragged two traders, identified as D.Surya Rao and C.Laxmi, from their houses and threatened them to leave for their native place. On the charge of exploiting innocent tribals, the extremists in 2001 had ransacked their godowns and warned them to refrain from such activities.",0,Armed Assault,1410290802.0,0
About 40 BSF troopers and Policemen had a narrow escape when a landmine planted by the CPI-Maoist cadres exploded during the clearance of a road blockade at Erakonda in Malkangiri District of Odisha.,0,Bombing,1410291201.0,0
CPI-Maoist cadres killed a trader for defying the call of general strike in Malkangiri.,1,Armed Assault,1410300601.0,1
"The CPI-Maoist cadres killed a tribal youth in Malkangiri District of Odisha, suspecting him to be a 'Police informer'. According to reports, a group of 10 to 15 Maoists reached Panimetala village in the night of October 29 and abducted Bhima Madhi (27), whose bullet-ridden body was found lying on the main road near MPV-31 village by the villagers. The villagers also found two Maoists posters near the body. While one poster said that Bhima was killed for being a 'Police informer', the other poster was on the call for a Malkangiri Bandh on October 30, to protest the killing of three Maoists by tribals at Biravaram village on the Odisha-Andhra Pradesh Border on October 19.",1,Armed Assault,1410301401.0,1
"Over 20 cadres of the CPI-Maoist, including women, raided the house of Sunaram Tudu (35) at Rebana village under Daitary Police Station in Keonjhar District in the night and lynched him suspecting him to be a Police informer. The Maoists later assaulted another villager, identified as Trinath Mahanto, and abducted him. There is no trace of Mahanto as yet, the villagers said.",2,Armed Assault,1410310901.0,2
An armed cadre of CPI-Maoist was killed during an exchange of fire with SFs near Tala Paniki village of Kotya area under Pottangi Police Station limits of Koraput District.,1,Armed Assault,1411011301.0,1
"Armed cadres of the CPI-Maoist bombed the house of former Bharatiya Janata Party minister, Arabindo Dhali, at MV55 village under the Kalimela Police station in Malkangiri District. One civilian was reportedly killed in the attack and the Maoists also took away the arms of at least eight Police personnel who were guarding Dhali's house.",1,Bombing,1411020501.0,1
"Several rounds of ammunition were fired in a two-hour-long encounter between Police and Maoists at a forest near Kondajam village in Rayagada District. There was no report of casualties. ""Quite a few rebels were injured during the encounter,"" said a Police officer. The encounter took place when a special action team of the Maoists, who included cadres from Andhra Pradesh and Chhattisgarh, came face to face with a team of the SOG and CRPF.",0,Armed Assault,1411020901.0,0
"The CPI-Maoist cadres killed Jayant Majhi, a former Sarpanch, by slitting his throat near Sapachanchala under the Bijepur Police limits in Kalahandi District.",1,Armed Assault,1411021601.0,1
"A group of 30 armed CPI-Maoist cadres barged into the house of one Murali Meher of Rengali village in Khaparakhol block in Bolangir District of Odisha and gunned him down. The Maoists left a leaflet at the spot, saying that the deceased was a liquor trader and Police informer.",1,Armed Assault,1411031201.0,1
"Following the incident, the Police began a combing operation in the nearby forest of San Banjipali village in the District and spotted a Maoist camp. After a brief exchange of fire, the Maoists fled. The Police recovered two tiffin bombs, gelatine packets, detonators, live wires, two tents, medicines, clothes and utensils from the spot.",0,Armed Assault,1411031202.0,0
"The CPI-Maoist cadres triggered two landmines blast near Hatamuniguda in Rayagada District. Being informed, the Muniguda Police with the sniffer dog rushed the spot to diffuse the explosives. However, when the dog detected the landmine, it exploded injuring the animal.",0,Bombing,1411031601.0,0
"Four cadres of the CPI-Maoist were killed in a gun battle with the Police in a forested area near Karlakuta village of Malkangiri District. District Superintendent of Police Anirudha Kumar Singh said that after a tip-off that Maoists were hiding in the area, Police raided the place. 'Some Police personals sustained minor injuries in the gun battle that lasted for about 10-15 minutes,' Singh said. Some weapons and Maoist banners were seized from the spot, he added.",4,Armed Assault,1411041001.0,3-5
A Maoist camp was destroyed during an exchange of fire between Maoists and SFs at Paniganda forest areas of Munikhole gram panchayat in Rayagada District. SFs seized a rifle from the encounter site.,0,Armed Assault,1411041101.0,0
"Suspected CPI-Maoist cadres killed a tribal RSS activist, Dhanu Pradhan, in his village at Kumbharigaon under the Bramhanigaon Police station in Kandhamal District.",1,Armed Assault,1411050801.0,1
"Suspected CPI-Maoist cadres killed a tribal village headman, identified as Radhaya Sirika (60), in Siriguda village under Narayanpatna block in Koraput District of Odisha. Though the modus operandi of the killing is similar to that of Maoists, Police are yet to confirm their involvement. ""The assailants slit the throat of the victim with a sharp-edged weapon. No Maoist poster or banner was found near the body,"" SP Charan Singh Meena said. Police claimed the deceased was never a 'Police informer' and he might have been killed for some other reason. ""The reason behind the killing will be known once we complete our inquiry,"" he added.",1,Armed Assault,1411061401.0,1
An encounter between CRPF personnel and CPI-Maoist cadres was reported from the Biligura forest area under Motu Police station in the Malkangiri District.,0,Armed Assault,1411070601.0,0
"Police unearthed a landmine and detonator, planted on the BG-Kashidihi road close to Orissa-Jharkhand border in Mayurbhanj District. The landmine was unearthed by Police after being tipped off by locals, a senior Police officer said. ""About 20 kg explosives, detonators and wire used for triggering the blast were recovered,"" the officer said. The Maoists had put up posters and leaflets in the area some days ago.",0,Bombing,1411070902.0,0
Cadres of the CPI-Maoist killed two persons near Timanpur village in Raighar block of Nabarangpur District. Maoists also set ablaze two bikes near the spot of killing.,2,Armed Assault,1411081001.0,2
A group of around 40 armed Maoists blew up a Residential High School building managed by the Tribal Welfare department at Gompakunda under Kalimela Police Station limits in Malkangiri District.,0,Bombing,1411081002.0,0
Another team from the 120 Battalion of the BSF deployed at Podapadar came across a CPI-Maoist hideout in Mangalpur area where one claymore mine weighing six kg was recovered.,0,Bombing,1411091502.0,0
A Maoist was killed by SFs in Chandiposh forest near Rourkela in Sundargarh District of Odisha.,1,Armed Assault,1411111501.0,1
